article,num affs,Text analysis/mining,Digital heritage and multimedia,Textual scholarship,Data preservation and  digital curation,DH discipline,NLP,Other,year
10.1093_llc_15.1.109,1,0.5337196915643287,0.001421226072125,0.0848879516124725,0.0021318389917722,0.3757074475288391,0.0007106131524778,0.0014212260139174,2000
10.1093_llc_15.1.115,1,0.10452428174903579,0.0019245643634348,0.8868151903152466,0.0028868459048679,0.0009622821235097,0.0009622817742638,0.0019245631992816001,2000
10.1093_llc_15.1.27,1,0.004522881936281599,0.3268308578408322,0.6633695363998413,0.0022614404442718003,0.000753813481424,0.0007538136560469,0.0015076270210556,2000
10.1093_llc_15.1.43,1,0.0043132329592479,0.0014377444749698,0.989216923713684,0.0021566165960393,0.0007188721792772,0.0007188722374849,0.0014377441839314,2000
10.1093_llc_15.1.5,1,0.26766605087323103,0.0014373578014783,0.72586590051651,0.0021560363820753003,0.0007186788716353,0.000718678929843,0.0014373578014783,2000
10.1093_llc_15.1.51,1,0.0028862257022408,0.0009620749624446,0.0004810376558452,0.0014431125600821,0.0004810375394299,0.9927844405174256,0.0009620750206522,2000
10.1093_llc_15.1.57,1,0.0064706663833926995,0.0021568884840234,0.4099153876304626,0.003235332551412,0.0010784446494653,0.5749863386154175,0.0021568883676081002,2000
10.1093_llc_15.1.73,1,0.7278853458119554,0.2569595597451552,0.0018943873001262,0.0056831602705641,0.0018943873001262,0.0018943866016343,0.0037887732032686004,2000
10.1093_llc_15.1.81,1,0.1738671138882635,0.0023597213439643,0.8155141472816467,0.0035395818995309996,0.0011798604391515,0.0011798607883974,0.0023597207618876997,2000
10.1093_llc_15.1.93,1,0.0075030775042248,0.0025010259123518,0.981242299079895,0.0037515385774893,0.0012505128979682,0.0012505138292908,0.0025010253302752,2000
10.1093_llc_15.2.121,1,0.9483015051810071,0.0015066340565681,0.0007533169118687,0.046425282955169594,0.0007533169118687,0.0007533169700764,0.0015066338237374,2000
10.1093_llc_15.2.157,1,0.004414409981109001,0.0014714698190799,0.0007357352878898,0.0022072042920625,0.0007357349386438,0.9889639616012572,0.001471469644457,2000
10.1093_llc_15.2.199,2,0.006359380204230301,0.0021197978639974,0.0010598972439765,0.9862213272135703,0.0010598967783153,0.0010598965454846,0.0021197935566306,2000
10.1093_llc_15.2.199,2,0.006359380204230301,0.0021197978639974,0.0010598972439765,0.9862213272135703,0.0010598967783153,0.0010598965454846,0.0021197935566306,2000
10.1093_llc_15.4.433,1,0.9879785759840158,0.0024042838485909997,0.0012021418660879,0.0036064275773241,0.0012021422153338,0.0012021422153338,0.0024042837321757,2000
10.1093_llc_15.4.445,1,0.5082467790343796,0.0009931023232638,0.4044369459152221,0.0014896538341417,0.0004965512198396,0.0833438709378242,0.0009931025560944,2000
10.1093_llc_16.1.29,3,0.006254604784771501,0.0020848680287599,0.0010424340143799,0.5431720189517363,0.0010424338979646,0.4443187713623047,0.0020848688436671,2001
10.1093_llc_16.1.29,3,0.006254604784771501,0.0020848680287599,0.0010424340143799,0.5431720189517363,0.0010424338979646,0.4443187713623047,0.0020848688436671,2001
10.1093_llc_16.1.29,3,0.006254604784771501,0.0020848680287599,0.0010424340143799,0.5431720189517363,0.0010424338979646,0.4443187713623047,0.0020848688436671,2001
10.1093_llc_16.1.45,1,0.9221397730289026,0.0711910004029049,0.0008336477912962,0.0025009436067192,0.0008336477912962,0.0008336480823345,0.0016672955243847,2001
10.1093_llc_16.1.5,1,0.005770873685832701,0.0019236243679187,0.2793326079845428,0.0028854367556049,0.0009618123294785,0.7072020769119263,0.0019236244261264,2001
10.1093_llc_16.1.59,1,0.5667019434913525,0.0008400657388847,0.3459185063838959,0.001260098593775,0.0004200328839942,0.0840193033218383,0.0008400657388847,2001
10.1093_llc_16.1.77,2,0.14118974941084142,0.0011066297302022,0.0005533148068934,0.7927372552803716,0.0005533148651011,0.0627530962228775,0.0011066296719945,2001
10.1093_llc_16.1.77,2,0.14118974941084142,0.0011066297302022,0.0005533148068934,0.7927372552803716,0.0005533148651011,0.0627530962228775,0.0011066296719945,2001
10.1093_llc_16.1.99,1,0.8368561356328424,0.0010597977088764,0.1583747565746307,0.0015896967379375,0.0005298989708535,0.0005298990290611,0.001059797767084,2001
10.1093_llc_16.2.121,1,0.0046320314868349005,0.0015440103597938,0.4929816126823425,0.002316015481483,0.4962103366851807,0.0007720052963122,0.0015440104762091,2001
10.1093_llc_16.2.135,3,0.9933486471418289,0.0013302641455083,0.0006651320145465,0.0019953961600548,0.0006651320727542,0.0006651321309618,0.0013302639708854,2001
10.1093_llc_16.2.135,3,0.9933486471418289,0.0013302641455083,0.0006651320145465,0.0019953961600548,0.0006651320727542,0.0006651321309618,0.0013302639708854,2001
10.1093_llc_16.2.135,3,0.9933486471418289,0.0013302641455083,0.0006651320145465,0.0019953961600548,0.0006651320727542,0.0006651321309618,0.0013302639708854,2001
10.1093_llc_16.2.153,1,0.5401339731761251,0.00114718277473,0.4547037184238434,0.0017207745695485,0.0005735914455726,0.0005735914455726,0.0011471830657683,2001
10.1093_llc_16.2.161,2,0.0030504480237138,0.0010168161243199,0.4214460253715515,0.11365401570219531,0.4593074917793274,0.0005084081203676,0.0010168160079046,2001
10.1093_llc_16.2.161,2,0.0030504480237138,0.0010168161243199,0.4214460253715515,0.11365401570219531,0.4593074917793274,0.0005084081203676,0.0010168160079046,2001
10.1093_llc_16.2.179,1,0.0035902466333933,0.0002949988265753,0.8861624002456665,0.0739036207960452,0.0356062687933445,0.0001474994060117,0.0002949987974715,2001
10.1093_llc_16.2.189,1,0.2955564722651612,0.0010256475652567001,0.6707474589347839,0.0306191043346187,0.0005128239281475,0.0005128236953169,0.0010256475652567001,2001
10.1093_llc_16.2.199,2,0.6522987654898315,0.0021562847541644,0.0010781424352899,0.3401542276842519,0.0010781424352899,0.0010781424352899,0.0021562851034104,2001
10.1093_llc_16.2.199,2,0.6522987654898315,0.0021562847541644,0.0010781424352899,0.3401542276842519,0.0010781424352899,0.0010781424352899,0.0021562851034104,2001
10.1093_llc_16.3.205,2,0.6161540062166748,0.0013905565720051,0.0006952781695872,0.0020858349162152998,0.0006952782277949,0.0006952786352485,0.37828375911340106,2001
10.1093_llc_16.3.205,2,0.6161540062166748,0.0013905565720051,0.0006952781695872,0.0020858349162152998,0.0006952782277949,0.0006952786352485,0.37828375911340106,2001
10.1093_llc_16.3.233,1,0.6232073025312274,0.0016240957193075002,0.0008120480924844,0.0024361440446226,0.0008120482088997,0.0008120482088997,0.3702962637762538,2001
10.1093_llc_16.3.251,1,0.1379252640763296,0.0013443991774692,0.0006721995887346,0.0020165990572421997,0.0006721994723193,0.8560249209403992,0.0013443990610539,2001
10.1093_llc_16.3.265,1,0.9938093759701587,0.0012381242122499999,0.0006190621643327,0.0018571865512056998,0.0006190619897097,0.000619062280748,0.0012381239212117,2001
10.1093_llc_16.3.287,1,0.9964237235253675,0.0007152567850425,0.0003576285380404,0.0010728855268097,0.0003576284798327,0.0003576283634174,0.0007152568141462999,2001
10.1093_llc_16.4.353,2,0.33174629090353813,0.0010171314352191,0.0005085656885057,0.0015256968908942,0.0005085657467134,0.6636766195297241,0.0010171313188037999,2001
10.1093_llc_16.4.353,2,0.33174629090353813,0.0010171314352191,0.0005085656885057,0.0015256968908942,0.0005085657467134,0.6636766195297241,0.0010171313188037999,2001
10.1093_llc_16.4.375,1,0.044613830279558606,0.0024516305420546,0.0012258153874427,0.0036774459294973997,0.001225815503858,0.0012258156202733,0.9455796341644599,2001
10.1093_llc_16.4.389,2,0.0049365091836077,0.0016455025179311,0.0008227512007579,0.0024682536604813,0.0008227511425502,0.0008227514917962,0.988481490581762,2001
10.1093_llc_16.4.389,2,0.0049365091836077,0.0016455025179311,0.0008227512007579,0.0024682536604813,0.0008227511425502,0.0008227514917962,0.988481490581762,2001
10.1093_llc_16.4.403,3,0.9921838443842718,0.0015632314025424,0.0007816156721673,0.0023448467836713997,0.0007816156139597,0.0007816157885827,0.0015632311697117,2001
10.1093_llc_16.4.403,3,0.9921838443842718,0.0015632314025424,0.0007816156721673,0.0023448467836713997,0.0007816156139597,0.0007816157885827,0.0015632311697117,2001
10.1093_llc_16.4.403,3,0.9921838443842718,0.0015632314025424,0.0007816156721673,0.0023448467836713997,0.0007816156139597,0.0007816157885827,0.0015632311697117,2001
10.1093_llc_16.4.421,1,0.993487194413319,0.0013025579974055,0.0006512789404951,0.0019538370543158,0.0006512790569104,0.000651279988233,0.0013025579391978,2001
10.1093_llc_16.4.445,1,0.4561772855813612,0.0891333784675225,0.0007355851121246,0.0022067549289202003,0.0007355849375016,0.4495402276515961,0.0014711702824569,2001
10.1093_llc_16.4.467,2,0.9947007859009316,0.0010598404915071,0.0005299202748574,0.0015897607663645,0.0005299201002344,0.0005299219628795,0.0010598404332994998,2001
10.1093_llc_16.4.467,2,0.9947007859009316,0.0010598404915071,0.0005299202748574,0.0015897607663645,0.0005299201002344,0.0005299219628795,0.0010598404332994998,2001
10.1093_llc_18.4.341,1,0.0035068413126281,0.0011689466773531,0.0005844733095727,0.0017534198705104998,0.0005844733677804,0.991232931613922,0.0011689467937684998,2003
10.1093_llc_18.4.379,1,0.9847495234571395,0.0030500916764139,0.0015250459546223,0.0045751371653748995,0.0015250463038682,0.0015250460710376,0.0030500914435832,2003
10.1093_llc_18.4.389,1,0.006896165898069499,0.0008934342185966,0.0004467170801945,0.14936546015087498,0.0004467171384021,0.8410581350326538,0.0008934341021812999,2003
10.1093_llc_18.4.423,2,0.3648170733940785,0.6280374625348486,0.0008931854390539,0.0026795567828229,0.0008931853226386,0.0008931859047152,0.0017863712273537,2003
10.1093_llc_18.4.423,2,0.3648170733940785,0.6280374625348486,0.0008931854390539,0.0026795567828229,0.0008931853226386,0.0008931859047152,0.0017863712273537,2003
10.1093_llc_19.4.431,4,0.9920872912043704,0.0015825456939637002,0.0007912729051895,0.0023738190066068003,0.0007912727887742,0.0007912729051895,0.0015825455193407,2004
10.1093_llc_19.4.431,4,0.9920872912043704,0.0015825456939637002,0.0007912729051895,0.0023738190066068003,0.0007912727887742,0.0007912729051895,0.0015825455193407,2004
10.1093_llc_19.4.431,4,0.9920872912043704,0.0015825456939637002,0.0007912729051895,0.0023738190066068003,0.0007912727887742,0.0007912729051895,0.0015825455193407,2004
10.1093_llc_19.4.431,4,0.9920872912043704,0.0015825456939637002,0.0007912729051895,0.0023738190066068003,0.0007912727887742,0.0007912729051895,0.0015825455193407,2004
10.1093_llc_19.4.453,1,0.9948746272712012,0.0010250754421575999,0.0005125377792865,0.0015376132214440998,0.0005125376628711,0.0005125378374941,0.0010250754421575999,2004
10.1093_llc_19.4.477,1,0.9922822262742551,0.0015435514505951,0.0007717756670899,0.0023153268848544,0.0007717756670899,0.0007717759581282,0.0015435513341798,2004
10.1093_llc_fqaa002,3,0.0032061579404396006,0.19737407960928968,0.0005343596567399,0.4300824185484088,0.0005343595985323,0.3671998679637909,0.0010687191388569,2020
10.1093_llc_fqaa002,3,0.0032061579404396006,0.19737407960928968,0.0005343596567399,0.4300824185484088,0.0005343595985323,0.3671998679637909,0.0010687191388569,2020
10.1093_llc_fqaa002,3,0.0032061579404396006,0.19737407960928968,0.0005343596567399,0.4300824185484088,0.0005343595985323,0.3671998679637909,0.0010687191388569,2020
10.1093_llc_fqaa005,1,0.004168980522081101,0.001389659999404,0.0006948299705982,0.0020844897953792,0.0006948300288058,0.9895775318145752,0.0013896600576116,2020
10.1093_llc_fqaa006,5,0.0070820895489302,0.0023606962058692,0.0011803481029346,0.0035410450072958,0.0011803481029346,0.9822947978973388,0.0023606959730385997,2020
10.1093_llc_fqaa006,5,0.0070820895489302,0.0023606962058692,0.0011803481029346,0.0035410450072958,0.0011803481029346,0.9822947978973388,0.0023606959730385997,2020
10.1093_llc_fqaa006,5,0.0070820895489302,0.0023606962058692,0.0011803481029346,0.0035410450072958,0.0011803481029346,0.9822947978973388,0.0023606959730385997,2020
10.1093_llc_fqaa006,5,0.0070820895489302,0.0023606962058692,0.0011803481029346,0.0035410450072958,0.0011803481029346,0.9822947978973388,0.0023606959730385997,2020
10.1093_llc_fqaa006,5,0.0070820895489302,0.0023606962058692,0.0011803481029346,0.0035410450072958,0.0011803481029346,0.9822947978973388,0.0023606959730385997,2020
10.1093_llc_fqaa007,1,0.9952988658915272,0.000940229045227,0.0004701145226135,0.0014103437424636,0.0004701145808212,0.0004701145808212,0.0009402289288117001,2020
10.1093_llc_fqaa008,1,0.0025704728323031,0.0008568244520574,0.000428412342444,0.1045759323169477,0.7025406956672668,0.1881708055734634,0.0008568243065381999,2020
10.1093_llc_fqaa009,5,0.0625419597490687,0.0011802976951002,0.0005901489057578,0.001770446251612,0.5698584914207458,0.261506587266922,0.1025520596303976,2020
10.1093_llc_fqaa009,5,0.0625419597490687,0.0011802976951002,0.0005901489057578,0.001770446251612,0.5698584914207458,0.261506587266922,0.1025520596303976,2020
10.1093_llc_fqaa009,5,0.0625419597490687,0.0011802976951002,0.0005901489057578,0.001770446251612,0.5698584914207458,0.261506587266922,0.1025520596303976,2020
10.1093_llc_fqaa009,5,0.0625419597490687,0.0011802976951002,0.0005901489057578,0.001770446251612,0.5698584914207458,0.261506587266922,0.1025520596303976,2020
10.1093_llc_fqaa009,5,0.0625419597490687,0.0011802976951002,0.0005901489057578,0.001770446251612,0.5698584914207458,0.261506587266922,0.1025520596303976,2020
10.1093_llc_fqaa010,1,0.0026815172168422,0.0008938389364628,0.0004469194682314,0.0013407582300714,0.0004469195555429,0.993296205997467,0.0008938388782552,2020
10.1093_llc_fqaa011,3,0.005139706772751801,0.0017132358043453,0.7452940940856934,0.0025698533863758,0.2427132427692413,0.0008566177566535,0.0017132355715147,2020
10.1093_llc_fqaa011,3,0.005139706772751801,0.0017132358043453,0.7452940940856934,0.0025698533863758,0.2427132427692413,0.0008566177566535,0.0017132355715147,2020
10.1093_llc_fqaa011,3,0.005139706772751801,0.0017132358043453,0.7452940940856934,0.0025698533863758,0.2427132427692413,0.0008566177566535,0.0017132355715147,2020
10.1093_llc_fqaa014,2,0.9962108983309006,0.000757822941523,0.0003789114416576,0.0011367343831806,0.0003789114707615,0.0003789116162806,0.0007578230579383,2020
10.1093_llc_fqaa014,2,0.9962108983309006,0.000757822941523,0.0003789114416576,0.0011367343831806,0.0003789114707615,0.0003789116162806,0.0007578230579383,2020
10.1093_llc_fqaa015,3,0.986972103943117,0.0026055839844048,0.0013027919922024,0.0039083764422684,0.0013027919922024,0.0013027924578636,0.0026055842172354,2020
10.1093_llc_fqaa015,3,0.986972103943117,0.0026055839844048,0.0013027919922024,0.0039083764422684,0.0013027919922024,0.0013027924578636,0.0026055842172354,2020
10.1093_llc_fqaa015,3,0.986972103943117,0.0026055839844048,0.0013027919922024,0.0039083764422684,0.0013027919922024,0.0013027924578636,0.0026055842172354,2020
10.1093_llc_fqaa016,2,0.0032618464319964,0.0010872821439988,0.0005436409846879,0.0016309229540637,0.0005436411011032,0.9918453693389891,0.0010872822604141002,2020
10.1093_llc_fqaa016,2,0.0032618464319964,0.0010872821439988,0.0005436409846879,0.0016309229540637,0.0005436411011032,0.9918453693389891,0.0010872822604141002,2020
10.1093_llc_fqaa017,5,0.6954935196554285,0.0013164048432371001,0.0006582022760994,0.0019746069447137,0.0006582022760994,0.2985826730728149,0.0013164044357835,2020
10.1093_llc_fqaa017,5,0.6954935196554285,0.0013164048432371001,0.0006582022760994,0.0019746069447137,0.0006582022760994,0.2985826730728149,0.0013164044357835,2020
10.1093_llc_fqaa017,5,0.6954935196554285,0.0013164048432371001,0.0006582022760994,0.0019746069447137,0.0006582022760994,0.2985826730728149,0.0013164044357835,2020
10.1093_llc_fqaa017,5,0.6954935196554285,0.0013164048432371001,0.0006582022760994,0.0019746069447137,0.0006582022760994,0.2985826730728149,0.0013164044357835,2020
10.1093_llc_fqaa017,5,0.6954935196554285,0.0013164048432371001,0.0006582022760994,0.0019746069447137,0.0006582022760994,0.2985826730728149,0.0013164044357835,2020
10.1093_llc_fqaa018,1,0.0027795077767219997,0.0009265023400075001,0.0004632510535884,0.0013897534518036,0.9930512309074402,0.0004632511700037,0.0009265023400074,2020
10.1093_llc_fqaa019,2,0.0037518934113901,0.0012506311759352,0.0007446992676705,0.991751495283097,0.0006253156461752,0.0006253156461752,0.0012506312341428,2020
10.1093_llc_fqaa019,2,0.0037518934113901,0.0012506311759352,0.0007446992676705,0.991751495283097,0.0006253156461752,0.0006253156461752,0.0012506312341428,2020
10.1093_llc_fqaa021,3,0.0052109357202423,0.0017369787674396,0.0008684895001351,0.9887096039019524,0.0008684895001351,0.0008684892673045,0.001736978534609,2020
10.1093_llc_fqaa021,3,0.0052109357202423,0.0017369787674396,0.0008684895001351,0.9887096039019524,0.0008684895001351,0.0008684892673045,0.001736978534609,2020
10.1093_llc_fqaa021,3,0.0052109357202423,0.0017369787674396,0.0008684895001351,0.9887096039019524,0.0008684895001351,0.0008684892673045,0.001736978534609,2020
10.1093_llc_fqaa022,4,0.0028208277071823003,0.0009402760188094,0.9929479360580444,0.001410413882695,0.0004701383295468,0.0004701379803009,0.0009402759606016999,2020
10.1093_llc_fqaa022,4,0.0028208277071823003,0.0009402760188094,0.9929479360580444,0.001410413882695,0.0004701383295468,0.0004701379803009,0.0009402759606016999,2020
10.1093_llc_fqaa022,4,0.0028208277071823003,0.0009402760188094,0.9929479360580444,0.001410413882695,0.0004701383295468,0.0004701379803009,0.0009402759606016999,2020
10.1093_llc_fqaa022,4,0.0028208277071823003,0.0009402760188094,0.9929479360580444,0.001410413882695,0.0004701383295468,0.0004701379803009,0.0009402759606016999,2020
10.1093_llc_fqaa023,1,0.0033509270288047,0.0846001578611321,0.0005584880127571,0.9092565027531238,0.0005584880709648,0.0005584878381341,0.0011169762001372,2020
10.1093_llc_fqaa024,1,0.0033800361561586,0.2849748293519951,0.0005633394466713,0.0016900182235985,0.026661142706871,0.0005633393302559,0.6821672479854897,2020
10.1093_llc_fqaa025,3,0.005359465256333001,0.1426223608432337,0.8457654714584351,0.0026797337341121,0.0008932442869991,0.0008932445198297,0.0017864884575828,2020
10.1093_llc_fqaa025,3,0.005359465256333001,0.1426223608432337,0.8457654714584351,0.0026797337341121,0.0008932442869991,0.0008932445198297,0.0017864884575828,2020
10.1093_llc_fqaa025,3,0.005359465256333001,0.1426223608432337,0.8457654714584351,0.0026797337341121,0.0008932442869991,0.0008932445198297,0.0017864884575828,2020
10.1093_llc_fqaa027,3,0.0025348087947347,0.433731809258461,0.0004240368143655,0.5616194435860961,0.0004224682925269,0.0004224681761115,0.0008449362358078,2020
10.1093_llc_fqaa027,3,0.0025348087947347,0.433731809258461,0.0004240368143655,0.5616194435860961,0.0004224682925269,0.0004224681761115,0.0008449362358078,2020
10.1093_llc_fqaa027,3,0.0025348087947347,0.433731809258461,0.0004240368143655,0.5616194435860961,0.0004224682925269,0.0004224681761115,0.0008449362358078,2020
10.1093_llc_fqaa028,1,0.004168497864156601,0.0013894991134291998,0.0006947498186491,0.0020842481171711,0.9895787835121156,0.0006947496440261,0.0013894988805986,2020
10.1093_llc_fqaa030,2,0.8368569944286717,0.0011470449389888,0.0005735225277021,0.001720567641314,0.0005735225277021,0.0005735225859098,0.1585547841386869,2020
10.1093_llc_fqaa030,2,0.8368569944286717,0.0011470449389888,0.0005735225277021,0.001720567641314,0.0005735225277021,0.0005735225859098,0.1585547841386869,2020
10.1093_llc_fqaa033,4,0.0053583636181426,0.0017861212836578,0.0008930605254136,0.0026791822747326,0.98660409450531,0.0008930603507906,0.0017861209344118,2020
10.1093_llc_fqaa033,4,0.0053583636181426,0.0017861212836578,0.0008930605254136,0.0026791822747326,0.98660409450531,0.0008930603507906,0.0017861209344118,2020
10.1093_llc_fqaa033,4,0.0053583636181426,0.0017861212836578,0.0008930605254136,0.0026791822747326,0.98660409450531,0.0008930603507906,0.0017861209344118,2020
10.1093_llc_fqaa033,4,0.0053583636181426,0.0017861212836578,0.0008930605254136,0.0026791822747326,0.98660409450531,0.0008930603507906,0.0017861209344118,2020
10.1093_llc_fqh032,3,0.38882003095932277,0.0024514354299753002,0.0012257175985723,0.0036771534942088,0.0012257175985723,0.6001485586166382,0.0024514351971446,2005
10.1093_llc_fqh032,3,0.38882003095932277,0.0024514354299753002,0.0012257175985723,0.0036771534942088,0.0012257175985723,0.6001485586166382,0.0024514351971446,2005
10.1093_llc_fqh032,3,0.38882003095932277,0.0024514354299753002,0.0012257175985723,0.0036771534942088,0.0012257175985723,0.6001485586166382,0.0024514351971446,2005
10.1093_llc_fqh041,1,0.3313407464302141,0.2744634424452669,0.0008228394435718,0.002468519087415,0.3884359300136566,0.0008228394435718,0.0016456788871436001,2005
10.1093_llc_fqh042,1,0.0037894870038142,0.9911578997853213,0.0006315810605883,0.0018947431817649,0.000631581118796,0.000631581118796,0.0012631621793843,2005
10.1093_llc_fqh043,1,0.1949270712211725,0.6872633099555969,0.0010596343781799,0.0031789034837856004,0.1103921756148338,0.0010596344945952,0.0021192689891904,2005
10.1093_llc_fqh044,1,0.0031521611381318004,0.32382211583899334,0.1427826583385467,0.5281416277284733,0.0005253603449091,0.0005253602284938,0.0010507203405722,2005
10.1093_llc_fqh045,45,0.19339446420781278,0.0021570905810220998,0.0010785453487187,0.48932388250250347,0.0010785453487187,0.310810387134552,0.0021570901153608003,2005
