article,Text analysis/mining,Digital heritage and multimedia,Textual scholarship,Data preservation and  digital curation,DH discipline,NLP,Other
10.1093_llc_fqx055,0.347626228816807,0.6444339733570813,0.0009924749610945,0.0029774251161141995,0.0009924751939252,0.0009924751939252,0.0019849498057737
10.1093_llc_fqx056,0.8560649943538008,0.0010083933593705002,0.0005041965632699,0.0015125899226404002,0.0005041966796852,0.1393972486257553,0.0010083931847475
10.1093_llc_fqx057,0.0612411266774868,0.001033726031892,0.0005168631323613,0.1763285127817652,0.000516863015946,0.7593291997909546,0.0010337258572689
10.1093_llc_fqx058,0.3939373997272923,0.5984721878776327,0.0009487968636676,0.0028463901253416,0.0009487967472523,0.0009487972129136,0.0018975933780892998
10.1093_llc_fqx059,0.24220026895636682,0.0013161354581825001,0.0006580676417797,0.0019742028671315003,0.0006580675253644,0.0006580680492334,0.752535136998631
10.1093_llc_fqx062,0.1836075791507026,0.4568822833825834,0.0006722660618834,0.3561488098930567,0.0006722661782987,0.0006722662365064,0.0013445320073514001
10.1093_llc_fqx064,0.0029083917615933,0.0202447484189178,0.0004847320669796,0.9744232242228463,0.0004847320669796,0.0004847320669796,0.0009694637847132
10.1093_llc_fqx065,0.33616898133186596,0.0011585498577914,0.0005792749579995,0.6597760461154393,0.0005792748415842,0.0005792751326225,0.0011585497995837
10.1093_llc_fqx066,0.9936836019041947,0.001263286336325,0.0006316431681625,0.0018949295044875,0.0006316431681625,0.0006316433427855,0.0012632863945327
10.1093_llc_fqy001,0.00416868441971,0.0013895605225115,0.0006947803194634,0.0020843407837673,0.0006947803194634,0.9895783066749572,0.0013895608717575001
10.1093_llc_fqy002,0.1438890470890324,0.0010968000860884,0.093683086335659,0.2597219797316939,0.0005484001012519,0.4999639093875885,0.0010967998532577
10.1093_llc_fqy003,0.3831086056306956,0.0011798691703004999,0.0005899344105273,0.0017698034644125001,0.0005899344105273,0.6115819811820984,0.0011798689374699
10.1093_llc_fqy004,0.3717084933305157,0.0009065670310519,0.0004532835446298,0.001359850692097,0.0004532835446298,0.4598932266235352,0.16522522788727648
10.1093_llc_fqy005,0.0044129635789429,0.38149184227222566,0.0007354940171353,0.002206481527537,0.000735493726097,0.000735494075343,0.6096822342951781
10.1093_llc_fqy006,0.004362175008281699,0.4102480130968615,0.0007270291098393,0.581754627986811,0.0007270292844623,0.0007270292844623,0.0014540580450556001
10.1093_llc_fqy007,0.968573101214133,0.0013028574176132,0.0006514287670142,0.0268669392680747,0.0006514287670142,0.0006514287670142,0.0013028574176132
10.1093_llc_fqy008,0.0047494471655224,0.001583149365615,0.000791574770119,0.1468359880382193,0.000791574770119,0.5229923725128174,0.3222559342393651
10.1093_llc_fqy010,0.0038284646579994004,0.052678076957818,0.0006380772683769,0.9403030467801727,0.0006380774429999,0.0006380775012075,0.0012761544785461001
10.1093_llc_fqy011,0.9936832704115655,0.0012633528676814,0.0006316764629445,0.0018950293306259,0.0006316766957752,0.0006316766375675,0.0012633528094738
10.1093_llc_fqy012,0.8136582061997613,0.0015072375535964,0.0007536189514212,0.0022608562721869,0.0007536187767982,0.1795592457056045,0.0015072379028424
10.1093_llc_fqy013,0.9964063898951278,0.0007187181327026,0.0003593590517994,0.001078077184502,0.0003593590517994,0.0003593592264223,0.0007187180453911001
10.1093_llc_fqy015,0.5161501253023743,0.0012142450432291998,0.0006071226671338,0.2169068697839974,0.2633002400398254,0.0006071227253414,0.0012142453924751
10.1093_llc_fqy016,0.8507624754565766,0.0010603619739413001,0.0005301809869706,0.0015905429027042,0.000530180928763,0.1444658488035202,0.0010603619739413001
10.1093_llc_fqy018,0.0029553140047933997,0.0009851048234849002,0.0004925524117425,0.8434221913339569,0.0004925525863654,0.1506671458482742,0.0009851046488619
10.1093_llc_fqy019,0.1462023289641363,0.8490340238786303,0.0005954627995379,0.0017863889224826002,0.0005954630323685,0.0005954630323685,0.0011909258319064
10.1093_llc_fqy020,0.9940431196591812,0.0011913808993994001,0.000595690391492,0.0017870713490991,0.0005956905079074,0.0005956905079074,0.001191380782984
10.1093_llc_fqy021,0.0027995028940491,0.2691449806443415,0.0004665837041102,0.31644573528319586,0.4097434282302856,0.0004665838205255,0.0009331675246356
10.1093_llc_fqy023,0.0043650943553072,0.0014550307532771,0.0007275154348462,0.002182546420954,0.0007275154348462,0.9890872836112976,0.0014550313935614
10.1093_llc_fqy024,0.9899152970174326,0.0020169318886473003,0.0010084657697007,0.0030253975419327,0.001008465886116,0.0010084662353619,0.0020169316558167
10.1093_llc_fqy025,0.7770388363860545,0.0019845814676955,0.0009922904428094,0.0029768717940896004,0.0009922906756401,0.2140305191278457,0.0019845815841108
10.1093_llc_fqy026,0.4455282452399839,0.0015439895214511999,0.0007719944696873,0.5490677858470006,0.0007719947607256,0.0007719947025179,0.0015439889975822
10.1093_llc_fqy028,0.0022737507533745,0.0007579169759991001,0.0003789584443438,0.0011368753039277,0.0003789584443438,0.0003789585316553,0.9946945826231967
10.1093_llc_fqy029,0.995597009634366,0.0008806010882835,0.0004403005295898,0.0013209013559389,0.0004403004713822,0.0004403004713822,0.0008806008845567001
10.1093_llc_fqy030,0.004690164583735001,0.0015633879811502,0.0007816938450559,0.0023450822918674,0.0007816939614713,0.9882745742797852,0.0015633879811502
10.1093_llc_fqy031,0.13479557813843684,0.001033485517837,0.0005167428753338,0.40017253236146644,0.0005167428171262,0.1819556504487991,0.28100922715384513
10.1093_llc_fqy032,0.0057713375426826,0.0019237794913351,0.0009618898038752,0.6623503961600363,0.0009618898038752,0.0009618895710445,0.32706879562465474
10.1093_llc_fqy033,0.0069495014613492,0.983784509357065,0.0011582501465454,0.0034747509052974997,0.0011582501465454,0.0011582502629607,0.0023165001766756
10.1093_llc_fqy034,0.3112243106006644,0.0010508780251256,0.000525438808836,0.6850976229761727,0.0005254388670437,0.0005254390998743,0.001050877617672
10.1093_llc_fqy035,0.0125486679607999,0.8698139695916324,0.0005789307178929,0.1147427428513764,0.0005789305432699,0.0005789306014776,0.0011578610283322
10.1093_llc_fqy036,0.09924433025298611,0.0010689452174119,0.0005344726378098,0.0016034176805985998,0.0005344725213944,0.8959454298019409,0.0010689451009965
10.1093_llc_fqy037,0.1587795608211305,0.5178367346525192,0.0006384785519912,0.0019154360052197,0.0006384786684066,0.318914383649826,0.0012769575696437
10.1093_llc_fqy038,0.9930525204981675,0.0013894942239857,0.000694747082889,0.002084241248667,0.000694747082889,0.0006947473739273,0.0013894942239857
10.1093_llc_fqy039,0.8653426917735486,0.0020502060651778,0.0010251030325889,0.0030753093305974,0.0010251032654196,0.1254313737154007,0.0020502055995165
10.1093_llc_fqy040,0.052730926254298205,0.0009927931823767,0.0004963966202922,0.0014891897444611999,0.0004963966202922,0.9428014755249025,0.0009927930659614
10.1093_llc_fqy042,0.8202965157688593,0.1732027182006276,0.0008125999593175,0.0024377992958759,0.0008125997846946,0.0008125998429022,0.0016251999186351
10.1093_llc_fqy043,0.8991460620309223,0.0956967051606625,0.0006446565967053,0.0019339696737005001,0.0006446564802899,0.0006446564220823,0.0012893131352028002
10.1093_llc_fqy044,0.0031267752638083,0.6988939103903249,0.0005211292882449,0.1261342283687553,0.0005211292300373,0.169760525226593,0.0010422584018669
10.1093_llc_fqy047,0.012513237772509001,0.0041710792575031,0.0020855397451668,0.006256619235500501,0.0020855404436588,0.9687169194221495,0.004171079955995
10.1093_llc_fqy048,0.0026418914494568,0.0008806304249446,0.0004403152852319,0.27401691843988374,0.7206993103027344,0.0004403152852319,0.0008806304249446
10.1093_llc_fqy049,0.0041698887362141,0.4885884076356888,0.0006949813687242,0.0020849445718339,0.0006949815433472,0.0006949815433472,0.5030718357302247
10.1093_llc_fqy050,0.4963557165465316,0.0011263624764978,0.0005631811218336,0.0016895434237084,0.0005631812382489,0.4985756278038025,0.0011263623600825
10.1093_llc_fqy051,0.0035483316169118003,0.11727207776857529,0.0005913886707276,0.0017741662450134,0.8582964539527893,0.017334783449769,0.0011827769922092
10.1093_llc_fqy052,0.0042152451933359,0.0014050822355783999,0.0007025412633083,0.5113175434526055,0.4802519381046295,0.0007025409140624,0.0014050818281248
10.1093_llc_fqy053,0.7596202354179694,0.0025008146185427,0.001250407192856,0.0037512211129067997,0.0012504070764407,0.2291260808706284,0.0025008145021274
10.1093_llc_fqy055,0.9951526002841999,0.0009694884065538,0.0004847441159654,0.0014542324061039,0.0004847441741731,0.0004847441741731,0.0009694881737232
10.1093_llc_fqy059,0.0150060595478859,0.0050020203925668,0.0025010101962834,0.4420838030055164,0.4043156802654265,0.1260893791913986,0.0050020194612442
10.1093_llc_fqy060,0.3460907642729579,0.0024518730351700997,0.1393164545297622,0.5072372321737929,0.0012259364593774,0.001225936692208,0.0024518728023393997
10.1093_llc_fqy061,0.0052885586628688,0.0017628535861148,0.0008814265602268,0.342959003173746,0.0008814265602268,0.6464638710021973,0.0017628533532842
10.1093_llc_fqy062,0.49531808088067886,0.13889753742842,0.0009472659439779,0.3610480116331017,0.0009472662350162,0.0009472661186009,0.0018945321789942
10.1093_llc_fqy063,0.6157119440031237,0.0010423967032692,0.2144976556301117,0.1666631777188739,0.0005211983225308,0.0005211984389461,0.0010423963540233
10.1093_llc_fqy064,0.00320676935371,0.0010689232149160002,0.0005344616947695,0.0016033845022319,0.9919830560684204,0.0005344616365619,0.0010689229820854
10.1093_llc_fqy065,0.9914360577822661,0.0017127959872594999,0.0008563980809412,0.0025691944756543,0.0008563980809412,0.0008563981973566,0.0017127959872594999
10.1093_llc_fqy066,0.990379491006024,0.0019241018453612,0.0009620509226806,0.0028861524187959,0.0009620509226806,0.0009620510390959,0.0019241024274378
10.1093_llc_fqy067,0.16841572511475508,0.0010685740853659,0.0005342869553714,0.001602861098945,0.0005342869553714,0.0005342872464098,0.8273099570069461
10.1093_llc_fqy068,0.5677970895194445,0.0010970216244457999,0.0005485106375999,0.4283633211744017,0.0005485107540152,0.0005485108704306,0.0010970214498228
10.1093_llc_fqy069,0.9141027397708966,0.0020562742138281,0.0601372867822647,0.003084412193857,0.0010281370487064,0.0175349004566669,0.0020562743302433
10.1093_llc_fqy070,0.909357374650426,0.0014893790939822,0.0007446893723681,0.0022340682917272,0.0839404240250587,0.0007446897798217,0.0014893793850205002
10.1093_llc_fqy071,0.59049491683254,0.0016453210846520002,0.4021011292934418,0.0024679822963661,0.0008226608624681,0.0008226605714298,0.0016453212010673
10.1093_llc_fqy072,0.5172391500091178,0.15970794786699108,0.0006190530839376,0.31995767232729105,0.0006190533749759,0.0006190532003529,0.0012381062260828
10.1093_llc_fqy073,0.9816121190087869,0.0108094051247461,0.0009473032550886,0.0028419098816811,0.0009473036043345,0.0009473033715039,0.0018946060445158
10.1093_llc_fqy074,0.9939300643745809,0.0012139829341321,0.0006069915834814,0.0018209745176135,0.0006069914088584,0.0006069915834814,0.0012139828177167998
10.1093_llc_fqy076,0.9922823546221479,0.0015435310779139,0.0007717654807493,0.0023152971407397003,0.0007717655971646,0.0007717657717876,0.0015435316599905
10.1093_llc_fqy077,0.0035058840876444003,0.0011686281650326001,0.0005843140534125,0.3638887056149541,0.0005843142280355,0.6290994882583618,0.0011686278739942999
10.1093_llc_fqy078,0.9925556948292067,0.0014888592995703,0.0007444294169545,0.0022332882508635,0.0007444297079928,0.0007444307557307,0.0014888592995703
10.1093_llc_fqy079,0.004168562940321499,0.0013895209995097,0.2226887196302414,0.7689741429639979,0.0006947605870664,0.000694760470651,0.0013895208830944001
10.1093_llc_fqy081,0.0193107553059232,0.9762961298110895,0.0005491405026987,0.0016474216827189999,0.0005491405609063,0.0005491405609063,0.001098280888982
10.1093_llc_fqy082,0.0035390539560464004,0.0011796849430537,0.0005898423260077,0.0017695273272692,0.0005898424424231,0.9911523461341858,0.0011796846520154
10.1093_llc_fqy083,0.0067021545255554,0.9843616825528443,0.0011170250363647,0.0033510749926788,0.0011170251527801,0.0011170252691954,0.0022340505383908003
10.1093_llc_fqy084,0.0025348042836409006,0.0008449349552392,0.0004224674485158,0.9945079477620309,0.0004224673903081,0.0004224675067234,0.000844934635097
10.1093_llc_fqy085,0.0033794091432352,0.017155392852146102,0.0005632350221276,0.0016897048917597,0.4830069243907929,0.4930788576602936,0.0011264697532167999
10.1093_llc_fqy087,0.7735407209256661,0.001471489900723,0.0007357450085692,0.0022072347928768,0.0007357448921538,0.2198376059532165,0.0014714897260999999
10.1093_llc_fqz001,0.540677479060832,0.0014540398842654,0.0007270201458595,0.0021810599137095004,0.3375320136547089,0.0007270200294442,0.1167013495578429
10.1093_llc_fqz003,0.9591273149999322,0.0009692462044767,0.000484622985823,0.0014538694231305,0.0004846230440307,0.0365110412240028,0.0009692460880614
10.1093_llc_fqz004,0.8651162072783336,0.0018949351506307001,0.0009474674006924,0.0028424020856617997,0.0009474674006924,0.1263566017150879,0.0018949352670459998
10.1093_llc_fqz005,0.9367635070811955,0.001214183459524,0.0006070917588658,0.0018212752183898,0.0006070917588658,0.0006070921081118,0.058379795285873004
10.1093_llc_fqz007,0.5274127638549542,0.1929548849584534,0.000893460586667,0.0026803818764163,0.2733781635761261,0.000893460586667,0.0017869207658804
10.1093_llc_fqz009,0.7363068152917548,0.1174562157830222,0.0008336484315805,0.1420687049394472,0.0008336486062034,0.0008336481987498,0.001667296688538
10.1093_llc_fqz011,0.0031008547521194,0.0010336185223422,0.0681134685873985,0.18500612623756738,0.0005168092902749,0.7411954998970032,0.0010336184059269
10.1093_llc_fqz014,0.4329401244758626,0.2037749229930341,0.0006446182378567,0.31622644071467204,0.0444800369441509,0.0006446182378567,0.0012892362428827998
10.1093_llc_fqz015,0.9831042358418925,0.0033791572786867,0.0016895782900974,0.0050687373150139,0.0016895789885893,0.0016895787557587,0.0033791568130254
10.1093_llc_fqz016,0.2143678111024199,0.0008508283353875999,0.0319181196391582,0.7511616069241427,0.0004254141531419,0.0004254141531419,0.0008508280734531
10.1093_llc_fqz017,0.9946994705242104,0.001060101261828,0.0005300506018102,0.0015901519218458,0.0005300506600178,0.0005300507182255,0.0010601012036204
10.1093_llc_fqz018,0.0033195108408104004,0.0011065038270315999,0.000553251884412,0.0016597557114436,0.3189277648925781,0.0005532518262043,0.6738799826125614
10.1093_llc_fqz019,0.0026990890619341,0.0008996963733806,0.0004498481575865,0.0013495447055901,0.0004498484486248,0.0004498482740018,0.9937021255900617
10.1093_llc_fqz022,0.0039486967143601,0.0013162325485608002,0.0006581160705536,0.0019743485026991,0.9901282787322998,0.0006581160705536,0.0013162321993149
10.1093_llc_fqz023,0.0027787365834225997,0.0009262457024305001,0.011686778627336,0.0013893682626074,0.0004631227930076,0.1565271019935608,0.826228672871366
10.1093_llc_fqz027,0.0032913613831622003,0.3056387195829301,0.0005485602887347,0.0016456809244117,0.00054856040515,0.6872299909591675,0.0010971203446387
10.1093_llc_fqz028,0.9927299551782195,0.0014540166594087,0.0007270082714967,0.002181024989113,0.000727008387912,0.0007270084461197,0.0014540165429934
10.1093_llc_fqz029,0.9941562332096506,0.0011687536607495998,0.0005843769758939,0.0017531304038128999,0.0005843767430633,0.0005843769176863,0.0011687534279189
10.1093_llc_fqz030,0.0034417315036987,0.0011472440673968,0.3673845529556273,0.41201213374733925,0.0005736219463869,0.21429343521595,0.0011472437763586
10.1093_llc_fqz031,0.9906674994854253,0.0018664984963833,0.000933249364607,0.0027997477445749,0.0009332491317763,0.0009332494810223,0.0018664984963833
10.1093_llc_fqz033,0.7256083278334697,0.0010781929013318,0.0005390963051468,0.0016172893811016,0.0005390963633544,0.2695397734642029,0.0010781928431242
10.1093_llc_fqz035,0.1508470592088995,0.0009062693861778,0.8450747132301331,0.0013594039191956,0.0004531347658485,0.0004531347076408,0.0009062693861777999
10.1093_llc_fqz038,0.7068439553841014,0.0009402688010595,0.0004701343714259,0.0014104035217314,0.0004701343714259,0.2889248132705688,0.0009402687428518
10.1093_llc_fqz039,0.9932772366446444,0.0013445558142846999,0.0006722778198309,0.0020168342743999,0.0006722779362462,0.0006722778780385,0.0013445563381536
10.1093_llc_fqz042,0.0037140056374478,0.0012380021507850001,0.000619000988081,0.0018570042448116998,0.990714967250824,0.000619000988081,0.0012380019761621
10.1093_llc_fqz043,0.8555043742526319,0.0225570833426899,0.0005210599047131,0.0015631797723470002,0.1182911619544029,0.0005210599629208,0.0010421196930109002
10.1093_llc_fqz045,0.0020391776342875002,0.000679725955706,0.000339862977853,0.0010195891081821,0.0003398630360607,0.9949020743370056,0.0006797258101868999
10.1093_llc_fqz046,0.31620755372568954,0.0017128809704444,0.000856440514326,0.6777973882853983,0.000856440514326,0.000856440514326,0.0017128805629908002
10.1093_llc_fqz048,0.8171491355751639,0.0010777800926006,0.0005388899589888,0.0016166699351741,0.0005388899589888,0.1780008524656295,0.0010777799761853
10.1093_llc_fqz050,0.9928956395015117,0.0014208697830326,0.0007104347459971,0.0021313050528987,0.0007104349206201,0.0007104350370354,0.0014208698994479
10.1093_llc_fqz051,0.9914347290759901,0.0017130516935138,0.0008565258467569,0.0025695774820631003,0.0008565259049646,0.0008565263124182,0.0017130514606832
10.1093_llc_fqz052,0.9944669383694417,0.0011066141887567,0.0005533054936677,0.001659916830249,0.0005533055518753,0.0005533055518753,0.00110661087092
10.1093_llc_fqz053,0.005599735770374099,0.0018665787647476999,0.000933289527893,0.0027998789446426,0.986000657081604,0.0009332894114777,0.0018665791722013
10.1093_llc_fqz054,0.6731209681602195,0.3226404227316379,0.0005298294709064,0.0015894881216808,0.0005298294126987,0.0005298294709064,0.0010596588836051
10.1093_llc_fqz056,0.10519451665459179,0.0010252087959087,0.0005126044852659,0.0015378131647592,0.0005126044852659,0.0005126044852659,0.8907046362874098
10.1093_llc_fqz058,0.4967905746307222,0.0025005767820402,0.0012502884492278,0.2008063480025156,0.0012502884492278,0.2949014008045196,0.0025005766656249
10.1093_llc_fqz059,0.43844823684776174,0.0008809198625384,0.0004404599312692,0.0013213799102231001,0.5575876832008362,0.0004404600767884,0.0008809200080576
10.1093_llc_fqz060,0.003100600733887,0.0010335336555726,0.0005167667986825,0.0015503005706704,0.0005167667986825,0.0005167667986825,0.9927652478218079
10.1093_llc_fqz063,0.003908872546162101,0.0013029575929976,0.0006514786509796,0.0019544362439772,0.0006514788256026,0.9902278184890748,0.0013029573019593
10.1093_llc_fqz070,0.9958040329220238,0.0008392038289457,0.0004196019435767,0.0012588058598338,0.0004196019435767,0.0004196020890958,0.0008392038871534
10.1093_llc_fqz073,0.0030008307076056003,0.001000276824925,0.000500138499774,0.0015004152082837001,0.0005001390818506,0.0005001384415663,0.9929980594897643
10.1093_llc_fqz074,0.9921851288527251,0.0015629816334694,0.0007814908167347,0.0023444726248271,0.0007814907003194,0.000781491107773,0.0015629816334694
10.1093_llc_fqz075,0.988633048837073,0.0022733974037690997,0.0011366987600922,0.0034100962802767,0.0011366989929229,0.0011366998078301,0.0022733971709385003
10.1093_llc_fqz076,0.9942109997500663,0.0011578005505724,0.0005789002752862,0.0017367006512357002,0.0005789002170786,0.0005789005663245,0.0011578004923648
10.1093_llc_fqz079,0.0021810384350825,0.1669688449474051,0.0003635065222624,0.0010905197123064,0.0003635065804701,0.0003635064349509,0.8286690489039755
10.1093_llc_fqz081,0.0033488577464590996,0.0011162860901094,0.0005581430159509,0.9927441827021539,0.0005581431323662,0.0005581429577432,0.0011162858572787001
10.1093_llc_fqz083,0.0053583257249553,0.0017861089436337,0.0008930541225709,0.9883903224254026,0.0008930544136092,0.0008930544136092,0.001786108710803
10.1093_llc_fqz084,0.0026806779496834,0.0008935592195484,0.884332001209259,0.0013403390184974998,0.1094131544232368,0.0004467796825338,0.0008935593359636999
10.1093_llc_fqz085,0.5291674605396107,0.000874752528034,0.0004373761767055,0.4677709287207107,0.000437376264017,0.0004373763804323,0.0008747525571378
10.1093_llc_fqz086,0.0037527920794668997,0.153839309059549,0.8380296230316162,0.0018763964180831998,0.0006254655309021,0.0006254654144868,0.0012509308289736
10.1093_llc_fqz087,0.33029982034349775,0.5037288418388924,0.0007719749119132,0.0023159247357396,0.1605675518512725,0.0007719747372902,0.0015439495327881
10.1093_llc_fqz088,0.988416559877805,0.0023166922619565003,0.0011583461891859,0.0034750384511424,0.0011583463056012,0.0011583464220166,0.0023166923783718
10.1093_llc_fqz091,0.0031010343809609996,0.5439323855680414,0.000516839150805,0.043831866001710094,0.0005168392090126,0.0005168390343897,0.40758422767976293
10.1093_llc_fqz092,0.9951122193015179,0.0009775555809027,0.0004887777613475,0.0014663332258349,0.0004887778777629,0.0004887780523858,0.0009775555809027
10.1093_llc_fqz094,0.0059556403430175995,0.1881268129218369,0.0009926062775775,0.0029778198804705,0.7989692687988281,0.0009926069760695,0.0019852133700623
10.1093_llc_fqz096,0.8113266940636091,0.0008744762453714999,0.0004372380208224,0.0013117142079862,0.00043723807903,0.0004372386320028,0.185175441962201
10.1145_1367080.1367082,0.0066985661396752,0.6050932109355927,0.0011164278257638,0.11876013712026161,0.0011164280585944,0.0011164277093484,0.2660988300340249
10.1145_1367080.1367084,0.5424049362190997,0.0012510008527896,0.000625500397291,0.4217385540832764,0.032103531062603,0.0006255004554986,0.0012510007363743
10.1145_1367080.1367085,0.0053591586183754005,0.0017863865359685998,0.0008931931806728,0.9883885141462085,0.0008931932970881,0.0008931931806728,0.0017863864777609
10.1145_1367080.1367086,0.19445362151600393,0.1520277014933526,0.0013596321223303,0.45080677175428713,0.0013596318894997,0.001359631656669,0.19863303529564288
10.1145_1434763.1434766,0.0021560135646718002,0.0007186713337430999,0.0003593355650082,0.0010780085867734,0.0003593355650082,0.0003593356232158,0.9949692875088657
10.1145_1434763.1434767,0.0026067960134238,0.2379279064189177,0.0004344659682828,0.0013033977884332,0.2085199654102325,0.5483384728431702,0.0008689317037351
10.1145_1434763.1434768,0.0030748389544894,0.9928253814578056,0.0005124732269905,0.0015374197973869,0.0005124732269905,0.0005124742165207,0.0010249463375656
10.1145_1434763.1434769,0.0034418780123812,0.1081122198957018,0.0005736463353969,0.0017209394136442,0.0005736463353969,0.8844303488731384,0.0011472926707938
10.1145_1551676.1551677,0.007655173074453601,0.9821379437344148,0.001275862683542,0.0038275885162873,0.0012758627999573,0.0012758623342961,0.0025517249014228
10.1145_1551676.1551678,0.0036789651494471,0.4063488919055089,0.0006131608970463,0.5237679042038508,0.000613160780631,0.0006131610134616,0.0643647913821041
10.1145_1551676.1551679,0.7598052016110156,0.23702870603301548,0.0003957627341151,0.0011872884351759,0.0003957628214266,0.0003957627923227,0.0007915254100225001
10.1145_1551676.1551680,0.3428477850975466,0.47120362322311843,0.178884670138359,0.0030274041928349997,0.0010091348085552,0.0010091342264786,0.0020182695006951
10.1145_1613672.1613673,0.011726708849891701,0.9726377292536199,0.0019544516690075,0.005863355705514399,0.0019544516690075,0.0019544519018381,0.0039089028723536
10.1145_1613672.1613674,0.00350798695581,0.0011693293345160002,0.0005846645217388,0.0017539938562547,0.0005846645217388,0.991230010986328,0.00116932898527
10.1145_1658346.1658347,0.0035054789623245007,0.34920448256889347,0.0005842467071488,0.6443687995779328,0.0005842467071488,0.0005842464743182,0.0011684930650517
10.1145_1658346.1658348,0.0068212810438122995,0.3609764983411877,0.0011368801351636,0.0034106404054909003,0.0011368800187483,0.6242440938949585,0.0022737601539119003
10.1145_1709091.1709092,0.0024199820181816,0.9943533993209713,0.0004033303121104,0.0012099910527466002,0.0004033303703181,0.0004033303703181,0.0008066607115322999
10.1145_1805961.1805962,0.1171269195619968,0.5052502648904919,0.0008118646219372,0.0024355937493963,0.0008118646801449,0.3719397187232971,0.0016237290110438
10.1145_1805961.1805963,0.0054379564244296,0.40061778947710985,0.3096412718296051,0.2806777219520881,0.0009063264005817,0.0009063260513357,0.0018126526847481
10.1145_1841317.1841318,0.0028211299504617,0.0009403768926858,0.0004701883299276,0.0014105648733674,0.0004701883299276,0.9929471611976624,0.0009403766307513001
10.1145_1841317.1841319,0.0026795491867229997,0.9937477447965648,0.0004465915553737,0.0013397751026786,0.0004465915553737,0.0004465916135814,0.0008931829652282001
10.1145_1841317.1841320,0.0041677845874799006,0.9902752027846874,0.0006946307257749,0.0020838924101553003,0.0006946307257749,0.0006946309003978,0.0013892613933421
10.1145_1841317.1841321,0.9910686038783747,0.0017862808890639,0.0008931402117013,0.002679420809727,0.0008931405027396,0.0008931405027396,0.0017862804816103002
10.1145_1841317.1841322,0.005069072940386599,0.9881721828132868,0.0008448451990261,0.0025345365284009,0.0008448453736491,0.0008448456646874,0.0016896908637135
10.1145_1921614.1921615,0.4867369279963892,0.0012380382395349,0.0006190190324559,0.0018570573884062,0.0006190191488713,0.0006190190906636,0.5083108792314305
10.1145_1921614.1921616,0.0044131606118751,0.695882862433791,0.0007355267298407,0.0022065804223528,0.0007355266134254,0.0007355267880484,0.2952908330480567
10.1145_1921614.1921617,0.774118985631503,0.2213743478059768,0.0005633316468447,0.0016899951733648,0.0005633317050524,0.0005633318214677,0.0011266633518971
10.1145_1921614.1921618,0.0531407934613523,0.7031671176664531,0.0006013283273205,0.24068541720043848,0.0006013283273205,0.0006013283273205,0.0012026563636026001
10.1145_1957825.1957826,0.0075035956688223,0.0025011996040119003,0.9812410473823548,0.003751798532903,0.0012505997437983,0.0012505993945524,0.0025011982070281
10.1145_1957825.1957827,0.0034417723072690002,0.9919692215626128,0.0005736288730986,0.0017208883073179001,0.0005736288730986,0.0005736288148909,0.0011472575133666
10.1145_2001416.2001417,0.4976962382206691,0.43513554695527995,0.0004736221744678,0.0014208662323652,0.0638528615236282,0.0004736219998449,0.0009472439996898
10.1145_2001416.2001418,0.0021331704629117,0.9950225816573948,0.0003555284347385,0.0010665855952538,0.0003555284638423,0.0003555284347385,0.0007110568985808
10.1145_2001416.2001419,0.7513335411786098,0.24285103805595998,0.0007269275956787,0.0021807827288283,0.0007269276538863,0.0007269277703016,0.0014538553077726
10.1145_2037820.2037822,0.0037897836882617997,0.9911571745760739,0.0006316306535154,0.0018948920187539,0.0006316305371001,0.0006316306535154,0.0012632611324078
10.1145_2037820.2037823,0.32041451620170824,0.6735563324182294,0.0007536457269452,0.0022609372390433,0.0007536457269452,0.0007536459597758,0.0015072918031364
10.1145_2037820.2037824,0.8272085764911022,0.1681174333789385,0.0005842442042194,0.0017527328454887,0.0005842442042194,0.0005842443788424,0.0011684884666464
10.1145_2050096.2050097,0.7876686045201491,0.2063056298065929,0.0007532158051617,0.0022596479975617,0.000753215921577,0.000753215746954,0.0015064313774928
10.1145_2050096.2050098,0.0020842124358748,0.0006947375659364,0.0003473689430393,0.9954842186998575,0.0003473687975201,0.0003473687393125,0.000694737478625
10.1145_2069276.2069278,0.9763305007945742,0.0206559649377595,0.0003766859590541,0.0011300578480583998,0.0003766859008464,0.0003766859008464,0.0007533716852775999
10.1145_2069276.2069279,0.9915519628557374,0.0016896132729015,0.0008448058506473,0.0025344185414723002,0.000844806083478,0.000844806083478,0.0016896119341253
10.1145_2069276.2069280,0.3043473486904984,0.5072003500536083,0.0007817741134203,0.1845434004790148,0.0007817740552127,0.0007817740552127,0.0015635479940101001
10.1145_2160165.2160167,0.050803043239284,0.0008566917676943,0.9453418254852296,0.0012850377534048,0.0004283459275029,0.0004283458692952,0.0008566916221752
10.1145_2160165.2160168,0.4448185237124559,0.365675586159341,0.0010968623682856,0.0032905866391954998,0.1818278729915619,0.0010968622518703,0.002193723921664
10.1145_2160165.2160169,0.6328657132689838,0.0015248718555084,0.0007624358986504,0.1345115667209028,0.0007624360732734,0.2280480861663818,0.0015248719719237998
10.1145_2307723.2307725,0.689003846608102,0.3052425086498259,0.0007192058255895,0.0021576173021456,0.0007192059420049,0.0007192057673819,0.0014384117093867999
10.1145_2307723.2307726,0.2010608335840513,0.5342952765058725,0.0006445797625929,0.0019337397534399002,0.0006445799954235,0.2601318359375,0.0012891598744317
