article,Text analysis/mining,Digital heritage and multimedia,Textual scholarship,Data preservation and  digital curation,DH discipline,NLP,Other
10.1093_llc_17.2.133,0.0029775943839920006,0.0009925315389408,0.0004962657112628,0.0014887970755807002,0.9925560355186462,0.0004962657112628,0.0009925314807332
10.1093_llc_17.2.157,0.9944678538013245,0.0011064286227337001,0.0005532142240554,0.0016596429049968,0.0005532142240554,0.0005532145150937,0.0011064285645261
10.1093_llc_17.2.181,0.7537412256933747,0.002503782394342,0.001251891022548,0.2374955259729175,0.0012518916046246,0.0012518911389634,0.0025037826271727
10.1093_llc_17.2.193,0.9910684801288877,0.0017863023094832,0.0008931516204029,0.0026794542791321,0.0008931511547416,0.0008931516786105,0.0017863024258985
10.1093_llc_17.2.207,0.7575265932828187,0.0012505413615144,0.0006252706516534,0.0018758123042061001,0.0006252707680687,0.2368459701538086,0.001250541419722
10.1093_llc_17.2.231,0.0061497277347368,0.0020499092061072,0.0010249547194689,0.0030748638091607997,0.1839469820261001,0.8017036318778992,0.0020499088568612
10.1093_llc_17.2.245,0.0051391674787733994,0.0017130557680500999,0.0008565279422327,0.0025695842341518,0.0008565280004404,0.987152099609375,0.0017130558262578
10.1093_llc_17.3.267,0.9934866747353223,0.0013026681262999,0.0006513340049423,0.0019540018402038,0.0006513340049423,0.0006513341213576,0.0013026678934692998
10.1093_llc_17.3.289,0.9469954434898679,0.0014214540715329,0.046607993543148,0.0021321813692337,0.0007107269484549,0.0007107270648702,0.0014214537222867999
10.1093_llc_17.3.311,0.9894021836807951,0.0021195686422288,0.001059784553945,0.0031793522648512,0.0010597843211144,0.0010597864165902,0.0021195688750594
10.1093_llc_17.3.323,0.4304206224041989,0.0010876478045246,0.0005438237567432,0.5657726345816626,0.0005438238149508,0.0005438238149508,0.0010876476299016
10.1093_llc_17.3.345,0.0050013585132544,0.0016671189805491,0.0008335600723512,0.0025006786454467,0.0008335596648976,0.0008335598395206,0.9883301741210744
10.1093_llc_17.4.373,0.5258189172018319,0.4643746621441096,0.0012258002534508,0.0036774000618605,0.0012258002534508,0.0012257999042049,0.0024516001576556
10.1093_llc_17.4.401,0.9861076707020398,0.0027784676058217,0.0013892335118725,0.004167699953541,0.0013892331626266,0.0013892340939491,0.0027784667909145
10.1093_llc_17.4.413,0.6166713222628456,0.0021204940276219,0.0421283543109893,0.33483883703593154,0.0010602475376799,0.0010602473048493,0.0021204942604526
10.1093_llc_17.4.427,0.5759904508013277,0.0016255069058388,0.4166947901248932,0.0024382606497965003,0.0008127534529194,0.0008127534529194,0.0016255066730082
10.1093_llc_17.4.439,0.9911886091576887,0.0017622802406548998,0.0008811400621198,0.0026434207102283003,0.0008811401785351,0.0008811401785351,0.0017622802988625
10.1093_llc_17.4.457,0.0087235454702747,0.0029078479856251,0.0014539235271513,0.0043617712799459,0.0014539238763973,0.0014539245748892,0.9796451330184937
10.1093_llc_17.4.475,0.8424912461196069,0.0011064676800742,0.0005532338400371,0.1536360947648062,0.0005532338982447,0.0005532338982447,0.0011064676218665
10.1093_llc_18.1.101,0.09103820635937121,0.0022333569359034,0.8989116549491882,0.0033500355202703003,0.0011166784679517,0.0011166783515363,0.0022333565866574003
10.1093_llc_18.1.11,0.31095099594676845,0.0013906126259825,0.3523205816745758,0.0020859193173236,0.331165999174118,0.0006953064585104,0.0013906125677748
10.1093_llc_18.1.23,0.4555200154427436,0.1894252858473918,0.0004666113527491,0.1056460888939908,0.0004666113527491,0.2475421130657196,0.0009332225308752
10.1093_llc_18.1.39,0.9918812853284179,0.0016237397212534,0.0008118699188344,0.0024356092326342,0.0008118699188344,0.0008118698606267,0.0016237391973845001
10.1093_llc_18.1.49,0.2375237409141844,0.5402511763968505,0.000607113877777,0.0018213415751233,0.000607113877777,0.0749703422188758,0.1442191557725891
10.1093_llc_18.1.63,0.2547167609445748,0.21187763963825992,0.1307984143495559,0.40044965152628714,0.000539387750905,0.0005393878091126,0.0010787752689793
10.1093_llc_18.1.77,0.0046897898428139,0.0015632634167559,0.7696191668510437,0.002344894921407,0.0007816314464434,0.2194380313158035,0.0015632634167559
10.1093_llc_18.1.89,0.9943163830903358,0.0011367258266545,0.0005683630006387,0.0017050887690855001,0.0005683628842234,0.0005683630006387,0.0011367258266545
10.1093_llc_18.2.117,0.0051383966347199,0.0017127990722656,0.0008563996525481,0.9888668358325958,0.0008563995361328,0.0008563994197174,0.0017127986648119002
10.1093_llc_18.2.129,0.9929692491423336,0.0014061499387024,0.0007030749693512,0.0021092249662613,0.0007030749693512,0.0007030751439742,0.0014061504043637002
10.1093_llc_18.2.139,0.003152318357024,0.0010507727856747,0.9921191930770874,0.0015761590912005,0.0005253864801488,0.0005253863637335,0.0010507726692593
10.1093_llc_18.2.151,0.6773098334087988,0.0012634804588742,0.3170045018196106,0.0018952206592074,0.0006317403749562,0.0006317403749562,0.0012634805752895
10.1093_llc_18.2.167,0.0032353218412024,0.992430067854002,0.0005392202874645,0.0016176606877706,0.0005600938457064,0.0005392204038798,0.0010784402838907
10.1093_llc_18.2.175,0.3540993409696964,0.002119579934515,0.0010597901418805,0.0031793692614881996,0.6363625526428223,0.0010597901418805,0.0021195798180996
10.1093_llc_18.2.185,0.3586222123121841,0.29041697760112584,0.0006190457497723,0.0018571369582784999,0.3466274738311768,0.0006190456915646,0.0012380910920909
10.1093_llc_18.2.209,0.5285393309313801,0.0029780037002637002,0.0014890021411702,0.0044670060742645,0.4580596089363098,0.0014890021411702,0.0029780039330944003
10.1093_llc_18.3.235,0.0072133204666895,0.0024044386809690997,0.0012022193986922,0.0036066580796612997,0.0012022193986922,0.0012022199807688,0.9831689534476027
10.1093_llc_18.3.249,0.0039914839435366,0.0013304946478455001,0.0006652472657151,0.0019957416807299,0.0006652472075074,0.990021288394928,0.0013304942985995
10.1093_llc_18.3.261,0.99483371671522,0.0010332615929655,0.0005166307673789,0.0015498924185520999,0.0005166307673789,0.0005166310002095,0.0010332615929655
10.1093_llc_18.3.287,0.004216945555526401,0.0014056483632884,0.000702824210748,0.0021084722247904,0.000702824210748,0.989457666873932,0.0014056493528186
10.1093_llc_18.3.315,0.2030464002746155,0.0014055623905732,0.0007027810788713,0.34948104154318566,0.0007027811952866,0.4432558715343475,0.0014055622741579
10.1093_llc_18.4.341,0.0035068413126281,0.0011689466773531,0.0005844733095727,0.0017534198705104998,0.0005844733677804,0.991232931613922,0.0011689467937684998
10.1093_llc_18.4.361,0.992557537741959,0.0014884984120726,0.0007442492060363,0.0022327478509395,0.0007442493224516,0.0007442494970746,0.0014884985284879001
10.1093_llc_18.4.379,0.9847495234571395,0.0030500916764139,0.0015250459546223,0.0045751371653748995,0.0015250463038682,0.0015250460710376,0.0030500914435832
10.1093_llc_18.4.389,0.006896165898069499,0.0008934342185966,0.0004467170801945,0.14936546015087498,0.0004467171384021,0.8410581350326538,0.0008934341021812999
10.1093_llc_18.4.407,0.585067349253222,0.002017433522269,0.0010087168775498,0.0030261500505729,0.0010087165283039,0.4058542251586914,0.0020174331730231
10.1093_llc_18.4.423,0.3648170733940785,0.6280374625348486,0.0008931854390539,0.0026795567828229,0.0008931853226386,0.0008931859047152,0.0017863712273537
10.1093_llc_19.1.105,0.0034432627726342,0.0011477542575448,0.9220539927482604,0.0017216312116941001,0.00057387718698,0.02302354760468,0.0480359194916672
10.1093_llc_19.1.119,0.0039519915007983,0.001317330636084,0.360125720500946,0.6319702948676422,0.000658665492665,0.0006586652016267,0.0013173304032534
10.1093_llc_19.1.17,0.5039356374181805,0.0014713535201735,0.489443302154541,0.0022070301347411,0.0007356770802289,0.0007356769056059,0.0014713533455505
10.1093_llc_19.1.35,0.0043617911287581,0.0014539302210323,0.9890955090522766,0.0021808953606523,0.00072696513962,0.0007269651978276,0.0014539302792398998
10.1093_llc_19.1.45,0.9831002244027329,0.0033799608936531996,0.0016899802722036,0.0050699409330262,0.0016899802722036,0.0016899835318326,0.0033799607772379
10.1093_llc_19.1.55,0.7841362491599283,0.0016450936673208,0.2084608674049377,0.0024676405591888004,0.0008225470082834,0.0008225468918681,0.0016450937837362
10.1093_llc_19.1.73,0.3268636394059282,0.0013743249583057,0.3649930357933045,0.0020614877576007,0.000687162624672,0.0006871626828797,0.30333320336649194
10.1093_llc_19.1.9,0.015629171160980795,0.0052097244188188,0.6399865746498108,0.0078145854640751,0.3235453963279724,0.0026048619765788,0.0052097244188188
10.1093_llc_19.1.93,0.008727701148018,0.0029092337936162003,0.6710878610610962,0.0043638501083478,0.0014546171296387,0.3085474669933319,0.0029092334443703
10.1093_llc_19.2.145,0.9928142237477001,0.0014371559373103,0.0007185779977589,0.0021557347499764,0.0007185779977589,0.0007185781723819,0.0014371560537256001
10.1093_llc_19.2.161,0.0050027437391688,0.9883269479032606,0.0008337908075191,0.0025013720733111,0.0008337915642186,0.0008337906911037,0.0016675816732458
10.1093_llc_19.2.181,0.6489211431471629,0.0023169326595962,0.0011584662133827,0.0034753978252409995,0.0011584663297981,0.1977688670158386,0.1452007048064842
10.1093_llc_19.2.197,0.0048084397567432005,0.0016028129612094002,0.0008014062768779,0.0024042190634642998,0.0008014065097086,0.0008014065679162,0.9887803416349924
10.1093_llc_19.2.221,0.7097818771144373,0.0011906831059603998,0.0005953414365649,0.001786024251487,0.0005953414365649,0.0005953416693955,0.2854553562938235
10.1093_llc_19.3.253,0.0030263008084146004,0.1790397704462519,0.0005043836426921,0.3071362857590428,0.1595893055200576,0.0005043835262767,0.3501995892147532
10.1093_llc_19.3.289,0.6367681196425109,0.0013594860211014,0.0088080801069736,0.002039229031652,0.3489857912063598,0.0006797431851737,0.0013594857882707001
10.1093_llc_19.3.303,0.0028209444135424,0.1889379728236235,0.0004701573052443,0.0014104721485635,0.8049499392509459,0.0004701574216596,0.0009403146686963
10.1093_llc_19.3.321,0.3467415814229751,0.1483441134623717,0.0004630674666259,0.5025989989517257,0.0004630674666259,0.0004630674666259,0.0009261347004210999
10.1093_llc_19.3.335,0.0034414803958492998,0.5330182360485195,0.0005735800950787,0.46067241759737937,0.0005735802697017,0.0005735802697017,0.0011471601319498
10.1093_llc_19.3.351,0.0064670373685656,0.8338931886246428,0.0010778396390378,0.1542506250552831,0.0010778398718684,0.0010778395226225,0.002155679394491
10.1093_llc_19.3.373,0.0026620026328598,0.6531905234151054,0.0004436673480086,0.0013310017820912,0.3410418331623077,0.0004436672024894,0.0008873343467710999
10.1093_llc_19.3.385,0.007212986820377101,0.0024043295998126,0.981967568397522,0.0036064966116098997,0.0012021649163216,0.0012021645670756,0.0024043291341512
10.1093_llc_19.3.397,0.8278836861136368,0.1673064516508019,0.0006012307130731,0.0018036919645963998,0.0006012306548655,0.0006012306548655,0.0012024611351078998
10.1093_llc_19.3.415,0.9881985795218495,0.0023602944565936004,0.0011801474029198,0.0035404422087594,0.0011801476357504,0.0011801470536738,0.002360294223763
10.1093_llc_19.4.431,0.9920872912043704,0.0015825456939637002,0.0007912729051895,0.0023738190066068003,0.0007912727887742,0.0007912729051895,0.0015825455193407
10.1093_llc_19.4.453,0.9948746272712012,0.0010250754421575999,0.0005125377792865,0.0015376132214440998,0.0005125376628711,0.0005125378374941,0.0010250754421575999
10.1093_llc_19.4.477,0.9922822262742551,0.0015435514505951,0.0007717756670899,0.0023153268848544,0.0007717756670899,0.0007717759581282,0.0015435513341798
10.1093_llc_19.4.497,0.5068244793801565,0.0019240074325352,0.0009620037744753,0.486441462417133,0.0009620041237212,0.0009620041237212,0.0019240082474424
10.1093_llc_19.4.509,0.485883891000412,0.0012142990017309,0.0006071496754884,0.25722706690430636,0.0006071495008654,0.2532461881637573,0.0012142987106925
10.1093_llc_fqaa002,0.0032061579404396006,0.19737407960928968,0.0005343596567399,0.4300824185484088,0.0005343595985323,0.3671998679637909,0.0010687191388569
10.1093_llc_fqaa005,0.004168980522081101,0.001389659999404,0.0006948299705982,0.0020844897953792,0.0006948300288058,0.9895775318145752,0.0013896600576116
10.1093_llc_fqaa006,0.0070820895489302,0.0023606962058692,0.0011803481029346,0.0035410450072958,0.0011803481029346,0.9822947978973388,0.0023606959730385997
10.1093_llc_fqaa007,0.9952988658915272,0.000940229045227,0.0004701145226135,0.0014103437424636,0.0004701145808212,0.0004701145808212,0.0009402289288117001
10.1093_llc_fqaa008,0.0025704728323031,0.0008568244520574,0.000428412342444,0.1045759323169477,0.7025406956672668,0.1881708055734634,0.0008568243065381999
10.1093_llc_fqaa009,0.0625419597490687,0.0011802976951002,0.0005901489057578,0.001770446251612,0.5698584914207458,0.261506587266922,0.1025520596303976
10.1093_llc_fqaa010,0.0026815172168422,0.0008938389364628,0.0004469194682314,0.0013407582300714,0.0004469195555429,0.993296205997467,0.0008938388782552
10.1093_llc_fqaa011,0.005139706772751801,0.0017132358043453,0.7452940940856934,0.0025698533863758,0.2427132427692413,0.0008566177566535,0.0017132355715147
10.1093_llc_fqaa014,0.9962108983309006,0.000757822941523,0.0003789114416576,0.0011367343831806,0.0003789114707615,0.0003789116162806,0.0007578230579383
10.1093_llc_fqaa015,0.986972103943117,0.0026055839844048,0.0013027919922024,0.0039083764422684,0.0013027919922024,0.0013027924578636,0.0026055842172354
10.1093_llc_fqaa016,0.0032618464319964,0.0010872821439988,0.0005436409846879,0.0016309229540637,0.0005436411011032,0.9918453693389891,0.0010872822604141002
10.1093_llc_fqaa017,0.6954935196554285,0.0013164048432371001,0.0006582022760994,0.0019746069447137,0.0006582022760994,0.2985826730728149,0.0013164044357835
10.1093_llc_fqaa018,0.0027795077767219997,0.0009265023400075001,0.0004632510535884,0.0013897534518036,0.9930512309074402,0.0004632511700037,0.0009265023400074
10.1093_llc_fqaa019,0.0037518934113901,0.0012506311759352,0.0007446992676705,0.991751495283097,0.0006253156461752,0.0006253156461752,0.0012506312341428
10.1093_llc_fqaa021,0.0052109357202423,0.0017369787674396,0.0008684895001351,0.9887096039019524,0.0008684895001351,0.0008684892673045,0.001736978534609
10.1093_llc_fqaa022,0.0028208277071823003,0.0009402760188094,0.9929479360580444,0.001410413882695,0.0004701383295468,0.0004701379803009,0.0009402759606016999
10.1093_llc_fqaa023,0.0033509270288047,0.0846001578611321,0.0005584880127571,0.9092565027531238,0.0005584880709648,0.0005584878381341,0.0011169762001372
10.1093_llc_fqaa024,0.0033800361561586,0.2849748293519951,0.0005633394466713,0.0016900182235985,0.026661142706871,0.0005633393302559,0.6821672479854897
10.1093_llc_fqaa025,0.005359465256333001,0.1426223608432337,0.8457654714584351,0.0026797337341121,0.0008932442869991,0.0008932445198297,0.0017864884575828
10.1093_llc_fqaa027,0.0025348087947347,0.433731809258461,0.0004240368143655,0.5616194435860961,0.0004224682925269,0.0004224681761115,0.0008449362358078
10.1093_llc_fqaa028,0.004168497864156601,0.0013894991134291998,0.0006947498186491,0.0020842481171711,0.9895787835121156,0.0006947496440261,0.0013894988805986
10.1093_llc_fqaa030,0.8368569944286717,0.0011470449389888,0.0005735225277021,0.001720567641314,0.0005735225277021,0.0005735225859098,0.1585547841386869
10.1093_llc_fqaa033,0.0053583636181426,0.0017861212836578,0.0008930605254136,0.0026791822747326,0.98660409450531,0.0008930603507906,0.0017861209344118
10.1093_llc_fqh032,0.38882003095932277,0.0024514354299753002,0.0012257175985723,0.0036771534942088,0.0012257175985723,0.6001485586166382,0.0024514351971446
