iso_a3,year,DH discipline,Data preservation and  digital curation,Digital heritage and multimedia,NLP,Other,Text analysis/mining,Textual scholarship
IND,2014,0.0001543849260391,0.0004631547781172667,0.1306033322956258,0.20072299242019653,0.0003087699102858333,0.0009263098084677001,0.0001543849260391
IND,2017,0.18668883253121746,0.09154722154198663,0.7185261329723288,0.06033956952160222,0.18737953348318107,0.004730344080598724,0.00078839056368445
IND,2018,0.6622198554784214,0.003762377493936933,0.9948119747471837,0.0772126840214089,0.002508251636754533,0.25823068587730286,0.0012541261094155666
IND,2019,0.0010860211526354,0.9889692226424811,0.002172042460491167,0.0010860212690507,0.0021720422082579334,0.3367619923083108,0.0010860208809996333
IND,2020,0.1778692603111267,0.0018215533345935998,0.001214368676301,0.0006071843672543,0.0012143687927163001,0.0036431057960723996,0.8136301636695862
IRL,2007,0.0005685264477506,0.0017055788775905,0.0011370521970092999,0.0005685261567123,0.0011370522552169,0.0034111568238584,0.9914721250534058
IRL,2009,0.30474554462125486,0.015553145320153696,0.0103687662922303,0.005184382054721601,0.010368763149016599,2.604999990056966,4.048779308795929
IRL,2010,0.0503742732107639,0.0018389800097792,0.3696077657514251,0.0006129932589828,0.0012259865761733001,0.023264276213012303,0.5530757904052734
IRL,2011,0.0827793308417312,0.0075257893768136,1.8050279642920941,0.0025085961096918503,0.09930726059246771,0.500342451501637,0.0025085968663915497
IRL,2013,0.3655970096588135,0.490812423697207,0.0012634749873539999,0.0006317375227808,0.1372732250019907,0.0037904244381931004,0.0006317375809885
IRL,2014,0.8939528841292486,0.5667299464694222,0.002937135082902175,0.001468567381380025,0.00293713487917545,0.28050574555527374,0.0014685676724184
IRL,2015,0.6745629707972208,0.30803111506005115,0.0029009854188187666,0.0014504928064221333,0.0029009852247932335,0.008702955286328633,0.0014504925735915
IRL,2016,0.0361243262887001,0.00040074529533737493,0.00026716351567299996,0.00013358173600862497,0.21213912245002572,0.0008014903141883249,0.00013358175056055
IRL,2017,0.000955663039348975,0.057708099149749524,0.23069426848087451,0.00095566295203745,0.18046560758375557,0.6532650226436088,0.0009556628792779126
IRL,2018,0.4889035823289305,0.2559548498247746,0.24703833209544704,0.33350516550126486,0.38607146222299576,0.08550234531867251,0.786357642704388
IRL,2019,0.05063955865140692,0.000735881102930975,0.2535242786398157,0.00024529366540562497,0.2764712660088358,0.0014717618760184915,0.0002452936799575583
IRN,2013,0.0011195436818524,0.0033586314530108996,0.3860225855023599,1.4406238496303558,0.0022390877129508,0.1655168161378237,0.0011195437400601
IRN,2014,0.0003087698520782,0.0009263095562345334,0.2612066645912516,0.40144598484039307,0.0006175398205716666,0.0018526196169354001,0.0003087698520782
IRN,2016,0.0015070957015267002,0.4340128676849413,0.1978002343093974,0.0015070977387948998,0.0030141914030535,1.3606514116399915,0.0015070957015267002
IRN,2017,0.0010964020621031,0.0032892065937627996,1.2039510802133007,0.31057187961414456,0.0021928046189713,0.47780227242037615,0.0010964021203107
IRN,2018,0.0011153732775709998,0.6868674264405852,0.0022307471954261,0.6121074202819727,0.0022307465551419,0.6943329162313601,0.0011153732193633
IRN,2019,0.0009437573025933333,0.0028312723928439333,0.0018875148574198665,0.26994443451985717,0.0018875147216020666,1.3882283707498568,0.0009437573608010667
IRN,2020,0.0016517808951901198,0.00495534298534006,0.0033035622996972895,0.6732611044339136,0.09545404458767702,1.919722420172183,0.00165178086608632
ISR,2004,0.0007912727887742,0.0023738190066068003,0.0015825456939637002,0.0007912729051895,0.0015825455193407,0.9920872912043704,0.0007912729051895
ISR,2011,0.000450996245490375,0.18051406290032887,0.5273753382498398,0.000450996245490375,0.0009019922727019501,0.039855595096014225,0.000450996245490375
ISR,2012,0.0004224384611006,0.0012673150922636,0.17542678653262542,0.000422438402893,0.0008448767766821,0.8211936772859189,0.0004224384611006
ISR,2013,0.0006584437263275167,0.0019753311595799832,0.24882756044098636,0.3665412440896034,0.08838077937252808,0.20962483783174896,0.00065844384274285
ISR,2015,0.0004404420033097,0.0013213256024754,0.9938338035135528,0.0004404418868944,0.0008808838319964,0.0026426512631585,0.0004404418868944
ISR,2016,0.0022317113729916106,0.006695134293597878,0.00446342303055405,0.0022317118839255724,0.004463422273854483,2.922127320528184,0.002231711204836128
ISR,2017,0.0010779821313917,0.0032339465105904,0.0021559647284447,0.001077982597053,0.0021559647284447,0.9892201832262797,0.0010779821313917
ISR,2018,0.0008563980809412,0.0025691944756543,0.0017127959872594999,0.0008563981973566,0.0017127959872594999,0.9914360577822661,0.0008563980809412
ISR,2019,0.0027579343295654995,0.2053292858472555,0.0055158686300271,0.5848637257004154,0.005515868222573399,2.348637822433374,0.8473795130266805
ISR,2020,0.0011646750790532334,0.36904269300672815,0.0023293505461573667,0.045180521381553075,0.05592265388501483,1.8585287728055842,0.0011646751372608333
ITA,2000,0.0028855680720878997,0.008656704390886899,0.005771136377006499,0.34823184437118465,0.0057711353874762995,1.625798049906734,0.0028855679556725996
ITA,2002,0.0014208542415872,0.004262550966814,0.980108137242496,0.0014208501670509,0.0028417005669324,0.008525100769474601,0.0014208500506356
ITA,2005,0.0010426921653561,0.0031280762632374505,0.18590697355102742,0.8088815051014535,0.00208538403967385,0.49791271117282987,0.00104269210714835
ITA,2008,0.001985496142879,0.1213673416641538,0.6068313468131236,0.0019854956772176998,0.2678369659697635,0.34737811022205206,0.6526153415907174
ITA,2009,0.0015510693774557498,0.0046532084234055995,0.4874665517127139,0.00155106972670175,0.0031021385802886,0.34452189499279434,0.6571540909353644
ITA,2010,0.14137988041814714,0.003951986863588034,0.002634658225967,0.0013173292099962833,0.4972569510767547,1.01880853450469,0.0013173289286591999
