iso_a3,year,DH discipline,Data preservation and  digital curation,Digital heritage and multimedia,NLP,Other,Text analysis/mining,Textual scholarship,normalization
CAN,2004,0.11738786993095873,0.004657639428794689,0.0022032966217976433,0.17450878854124005,0.0010078250488822428,0.039093497276131706,0.05601000115536069,global
CAN,2005,0.4093616749792005,0.18973099258987733,0.06014821336983376,0.16138423742668492,0.023162177038192695,0.18264774890354493,0.22269687131862023,global
CAN,2006,0.11153905630167346,0.2199081045608084,0.02155048735999104,0.0011876141152527997,0.1199252435597368,0.13531577404069464,0.20199970288612135,global
CAN,2008,0.21683694309991436,0.0006997555864743663,0.10846966612317172,0.011554123800581117,0.06572095240069666,0.058969994664291946,0.4353310202022394,global
CAN,2009,0.02313216143925279,0.1151230053875061,0.19270898685187154,0.03711128169987947,0.09227887555297294,0.06779238843076467,0.11727224324973035,global
CAN,2010,0.060266700875191447,0.04173016229038584,0.07889055835569571,0.005388501378481631,0.0011062012785583446,0.05751900987268692,0.0004120681276507648,global
CAN,2011,0.13481911170622912,0.11437573417097803,0.07874906751755738,0.1255766925023979,0.002345214271479077,0.05984978000608447,0.024094355407127278,global
CAN,2012,0.1975680683871005,0.11623105586682267,0.041384254783146245,0.04405882307668732,0.11653418362427788,0.05844630837775246,0.10400135841798716,global
CAN,2013,0.14054167100662046,0.05965796938620361,0.16868400992400495,0.14792959567667172,0.003542104946953977,0.05754747148928351,0.02479436863314002,global
CAN,2014,0.11856430774663569,0.09369002937542065,0.008769906991778022,0.011481748882704404,0.0007617403409754792,0.00341716769882985,0.00830703742813215,global
CAN,2015,0.07198345383532609,0.03328672541435905,0.07312599148239912,0.15495321952987026,0.1950704571762599,0.12510576691557287,0.22556856969078362,global
CAN,2016,0.21601358825674905,0.10529110578403617,0.11258112273507825,0.033589489656529435,0.22199337670410169,0.0638367718845146,0.37545824094888364,global
CAN,2017,0.07077612289155587,0.08231084300632445,0.0751761341879894,0.002036947113901624,0.059894209213197304,0.028648146884224034,0.1316013165539566,global
CAN,2018,0.06400059582178441,0.03986050902062314,0.013788740367105173,0.05458146989239252,0.02025750893605902,0.04157420062747581,0.0054882742952106385,global
CAN,2019,0.11257646386051771,0.06492097637571363,0.12561430424605527,0.10131887841139606,0.04771317872884094,0.0639430921733289,0.0975928051185599,global
CAN,2020,0.1682128692238035,0.009546566152317316,0.042907468157809214,0.00024209345249481538,0.000689406173986693,0.018195671620633767,0.1430510575249459,global
CHE,2005,0.00013467382620854716,0.00038872332739560374,0.00018587992958568096,9.583230394360036e-05,0.0010941618526077279,0.03825188253246507,0.03596326581539478,global
CHE,2009,0.02830789279839389,0.00012906654617556528,0.00014072530326540597,0.00012908407319586423,0.029574428937827326,0.00017286551111650797,5.149898136835359e-05,global
CHE,2010,0.0003783074603980887,0.02539324065717018,0.0859566043591691,0.2134141702714236,0.11876223252736416,0.01031784242195004,0.08135818411744196,global
CHE,2011,3.67845677051912e-05,4.830937625365028e-05,5.044631722636225e-05,0.04115371790062659,0.0001983503155371942,0.020402019932937585,0.00010324572133189879,global
CHE,2013,9.190911121585157e-05,0.00019711155811555985,0.0001527300095439278,0.00010696988250621403,0.05647114131888955,0.026999132062134105,0.10567465094395787,global
CHE,2014,0.00011366138097712933,0.00020134807290395388,0.00023200867822317588,0.06012952766094509,0.000380321192564113,0.03827819066625151,0.00020959470196536955,global
CHE,2015,0.041973772921670274,0.04829181409394654,0.020737929566036057,0.0003739791070522878,0.000989913533407062,0.011488698719757348,0.1071562394261128,global
CHE,2016,0.02206022906486697,0.0073449290490744555,0.028779934321430483,0.13073023441042841,0.07295781132790145,0.03919952682106522,0.07261584652210144,global
CHE,2017,0.0002773068634933552,0.010510677534818238,0.0503148338619635,0.06912631946230355,0.04281483323339639,0.03807326267893512,0.16233946980850844,global
CHE,2018,0.024016711131451134,0.003972205560882102,0.00014897114340284054,0.05668393800408529,0.000355600624646332,0.0637449576011268,0.00014983522803394084,global
CHE,2019,0.04781577433661464,0.007592345193237828,0.016283429230385824,0.043572056320391114,0.035612816635667954,0.06321142960403708,0.028685595191421717,global
CHE,2020,0.030648388713926236,0.0066783328289371354,0.0022095265556737525,0.00012557024267196442,0.0003575845618861047,0.0623213798728438,0.00016461376582706946,global
CHL,2015,1.1807670113070635e-05,0.005026645625996514,2.5125742934566407e-05,0.01323726109869468,0.014895096157399498,0.005037457905377318,2.1240365037677017e-05,global
CHL,2016,0.008525555549183422,0.002838976643779964,0.006623477820866576,5.297395506163139e-05,0.021452126817480453,0.00730464453397565,3.512677492340998e-05,global
CHN,2010,7.238833809814685e-05,0.00011160224651528507,0.056322339276005474,8.6173745964142e-05,0.0002927741981019319,0.00020587785187650766,0.00010906050791349193,global
CHN,2011,9.585930468334757e-05,0.00012589256225003563,0.043809215031427394,0.00020529654607271718,0.0731823023680663,0.022549642451819906,0.0002690547980852316,global
CHN,2012,0.00021206415939508972,0.014381099980929032,0.025563906172373425,0.0002621231167055778,0.0065373004301503635,0.04934080983864569,0.015330691165690812,global
CHN,2013,7.806654424094824e-05,0.015990775758439456,0.010597701792445378,9.085899640856882e-05,0.0005027844358812173,0.04931369868743146,0.0001571872369086064,global
CHN,2014,3.338272261046299e-05,5.913660275027609e-05,6.81417241724163e-05,2.5348800050882113e-05,0.00011170158984423893,0.03249769008818231,0.0074849805755959065,global
CHN,2016,0.001974092534198748,0.002446955841391448,0.004508837798042797,0.00025733147600709796,0.07043348039547591,0.048838107737518496,0.00017063524281750052,global
CHN,2017,5.997567670914559e-05,0.01253935759579649,6.800049989511643e-05,9.884682367382543e-05,0.00017101473316266368,0.038077688201939665,7.099630593911367e-05,global
CHN,2018,0.00016583309114442298,0.04158528506788407,0.0019302449152053586,0.00905092555624821,0.0005213476853646446,0.05960947944328692,0.06515249934697187,global
CHN,2019,0.022784590190253435,0.009268724897115254,0.05450179833909746,0.00013058354332163766,0.003984905444696544,0.03887585229276701,0.0009356800850999989,global
CHN,2020,0.09469030891313017,0.028496172299952487,0.08459406805144806,0.13139644411623935,0.02563776839703666,0.05283182507663398,0.0005267557057557776,global
COL,2016,2.229665997341756e-05,5.158652248447309e-05,0.04068479759050792,4.582564386966834e-05,8.037251617496653e-05,7.726326784598582e-05,3.0386768563065678e-05,global
CYP,2014,0.00010819950059862295,0.007694017544384896,0.0012227951380243394,0.035744938372138275,0.00036204533009485544,0.0451826279820765,0.00019952280516001442,global
CYP,2015,3.866627947348468e-05,0.03849033790870048,8.227864379786784e-05,0.00011807110757747568,0.0003125313193460288,0.0001506261615716973,6.955527135592037e-05,global
CYP,2020,2.199055690231558e-05,3.8986012081235334e-05,2.7230493285637782e-05,2.8477098942296164e-05,0.01676025581245589,0.019395020834187975,3.733147519444818e-05,global
CZE,2006,0.0003712316842091885,0.0006580974899347044,0.1927387529328857,0.00031291611531762285,0.03159827483555352,0.00028642852141743373,0.00031474125617057797,global
CZE,2013,1.0375613071723485e-05,2.2251908604299442e-05,1.724167706678174e-05,1.2075820989626548e-05,6.682371188084046e-05,3.157271314002396e-05,0.02641554264329304,global
CZE,2015,1.1598081578833491e-05,0.006465128429120583,2.4679754638067854e-05,3.5415819035382124e-05,0.0570778879596611,4.5180814777225856e-05,2.0863342065391403e-05,global
CZE,2017,4.552030482165896e-06,0.004066712484046158,5.161094448511648e-06,7.502267750351753e-06,1.2979661716894907e-05,1.1618270310252764e-05,5.3884732722976836e-06,global
CZE,2018,2.4569160158337874e-06,4.9614006842539184e-06,0.0036776813866774396,2.4148625361347007e-06,7.724076097534511e-06,5.6857659614127875e-06,3.254602435621942e-06,global
DEU,2000,0.18810921027177835,0.00041759736809789724,0.0002649419258414642,5.389738289628108e-05,0.00040985686132117503,0.0001628911685405884,0.13573480193858428,global
DEU,2001,0.5729068548650115,0.007975027280623728,0.5567109880733935,0.02504715021818467,0.2902897504573979,0.013133323872268898,0.15712117219259122,global
DEU,2003,0.0009756973271614766,0.0007837751714658061,0.08794650155980849,0.0003042475151707893,0.34645268478778923,0.04297232324370841,0.0005744191955756549,global
DEU,2004,0.7732216138010021,0.16721390953315696,0.20622855622558375,0.4563236132363036,0.08315446098741956,0.1377920296445182,0.7352009179808349,global
DEU,2005,0.027824247996691035,0.13474972620990788,0.11076511847896087,0.08834468627788496,0.9294318935054112,0.1582165187221164,0.2286504250529426,global
DEU,2006,0.15814645285655216,0.0778163335490299,0.1416822099256359,0.14587026192423277,0.15348245590473192,0.08602073323901817,0.1124503016818232,global
DEU,2007,0.17343976213637602,0.2137428143204729,0.11177185465041449,0.10644124877462988,0.004020746803752098,0.09782129706104534,0.3053052874209706,global
DEU,2008,0.10016742441926903,0.008030263989921368,0.024964865198624724,0.22541259255555582,0.1491680321897982,0.13014206924083854,0.1885081855459067,global
DEU,2009,0.08614470789359777,0.1057050837498788,0.04406065364617952,0.003747740295063394,0.08383860097035326,0.09007699340361966,0.014866248280131661,global
DEU,2010,0.00014066216057796312,0.03592638025296277,0.00890745931431793,0.0001674493787768603,0.17429748708815113,0.00040005370778355755,0.0002119220730836698,global
DEU,2011,0.0001443381552621744,0.04640691679104564,0.016502682947609412,0.06492684283044485,0.000778302412280753,0.0004246675677625317,0.04271002978609738,global
DEU,2012,0.013829844081819004,0.10934618434336225,0.11449831555451301,0.03814633824584811,0.1406436124745522,0.06407312017154314,0.02391727083529072,global
DEU,2013,0.04728461692647986,0.09519702451432592,0.047092996338053646,0.04432765608083034,0.10459038181820514,0.03441017744720227,0.041255634564192095,global
DEU,2014,0.01464450737883104,0.057633380226296944,0.06454910485931066,0.12145190950981075,0.0013323609385626632,0.03236150114744131,0.028579556945665763,global
DEU,2015,0.05117901484783632,0.07805931844597148,0.09875254148989666,0.0010796641404153488,0.002857844404010392,0.06820070833400665,0.0691295375859616,global
DEU,2016,0.06733369041672385,0.036622375433406934,0.09119058391846001,0.0974029575603169,0.0015168894481789902,0.07003385050128245,0.08176478035744085,global
DEU,2017,0.08947781625164612,0.12937562497828609,0.11047713625159597,0.17040778680062954,0.04615582149862966,0.1791760543740608,0.13366523426401886,global
DEU,2018,0.10145680404498943,0.038552730650927625,0.09702076549346103,0.11437360555092069,0.002320818619662891,0.04205802695270734,0.31937230067091604,global
DEU,2019,0.15927002705330148,0.11873915070839373,0.051330858911034394,0.18199761826010255,0.08535023966060253,0.08917166409732305,0.015708498257884895,global
DEU,2020,0.010295766913610699,0.12911346030550067,0.07533307637036302,0.1162097280939497,0.12082713225300135,0.07030951135596371,0.0007910029897944769,global
DNK,2005,3.993484111534713e-05,0.017431954764056685,5.511900155223582e-05,0.008189133371166292,0.0003244519103292255,0.0021965730337074134,2.425119516541224e-05,global
DNK,2013,4.8133179144143376e-05,0.00010322812648604788,0.040076365240696084,5.6020549245325066e-05,0.00030999974772507,0.0022722575347931054,9.691630754331649e-05,global
DNK,2016,2.1703630181919765e-05,5.021439968979135e-05,0.04069347847186863,4.460682193807647e-05,7.823481664530212e-05,7.520827374632315e-05,2.9578570288119903e-05,global
DNK,2017,6.935372170033571e-05,3.128975534371315e-05,0.02384276304896238,3.145212128030215e-05,5.44152650154933e-05,0.004355721374730683,2.259035988652879e-05,global
DNK,2019,1.7927323558060247e-05,0.02411292829743284,3.611917440512205e-05,2.380492622207402e-05,5.6598945713033285e-05,5.66240635329613e-05,2.268288112142876e-05,global
DNK,2020,0.0863633562330472,0.0055998691948646465,0.0063874513200023394,0.029532946847363212,0.00027139771218419187,0.011700895146508107,0.00012493773906558506,global
DZA,2017,8.968997877608128e-06,1.4705628832275208e-05,1.0169053813783974e-05,1.4781940835257098e-05,2.5574210620684545e-05,0.007406204068151775,1.0617065214789205e-05,global
ECU,2016,4.5840694926969876e-06,1.0605887063253872e-05,0.0021994450564646385,9.421498880106227e-06,0.0027419272750241566,0.002420994579990299,6.2473502951335825e-06,global
EGY,2009,2.2219718730258647e-05,4.1029362557956e-05,4.4735585652560896e-05,0.06956986062753306,0.0001495586003682317,5.4952721405466375e-05,1.637116251880644e-05,global
EGY,2020,1.1268410682680937e-05,1.997722731656026e-05,0.019517119649580434,1.459224357156083e-05,4.155412683610348e-05,0.0014655100592753927,1.9129406501922542e-05,global
ESP,2000,0.0007076139537666385,0.026203070391864456,0.0012532320795995752,0.1359906820675042,0.18354437049261121,0.0007705102528873904,0.0015430865698108868,global
ESP,2001,0.15141674740962985,0.07689234178252688,0.00044442337171177166,0.00017322605835384022,0.0004900998404779945,0.00023751026698191956,0.199346232794122,global
ESP,2002,5.254302220405449e-05,0.0004006357863836062,6.471177083309123e-05,0.2040904388835333,0.0002828602203714722,0.022362129563237413,0.00023536118685156489,global
ESP,2004,0.00010034691290906332,0.0011577781166551195,0.09269996942832896,0.012806309017572954,0.00025052131831132854,0.021006773849252806,0.16329980562469107,global
ESP,2005,2.0134080211671863e-05,0.005813528037128429,2.778953875163444e-05,1.432718130493259e-05,0.00016358001355319958,3.705707283398421e-05,0.018669060585709128,global
ESP,2006,0.0008884359008618375,0.0015749669184537878,0.0007575983862252797,0.2964464661323531,0.07562138564604261,0.07134453399517986,0.0007532426341753149,global
ESP,2009,3.5732396568995954e-05,0.011218025065816633,7.194100933259608e-05,6.59898315946524e-05,0.0596110592590062,0.016442960353241033,2.6327105150113884e-05,global
ESP,2011,0.007351745864619272,0.010136758941759064,0.02774918000988847,7.913907773004075e-05,0.00019925579905763366,0.00010872055756236325,0.00010371704879357058,global
ESP,2012,0.09327011323762789,0.0009432551882034032,0.029372387338155923,0.13312291709049415,0.0013178183667101502,0.0666370982077016,0.044143573010995134,global
ESP,2013,0.002631143128389934,0.011910731145774808,0.014973332699814466,0.00012659881934576936,0.052914173491522894,0.043547661654566694,0.00021901765034606127,global
ESP,2014,0.00041658368702063336,0.016017042786804103,0.07632710028807925,0.06894244206152066,0.02857736071987594,0.06223258247541646,0.06307565610944374,global
ESP,2015,0.00010269521409475464,0.03040996296706442,0.018968418676553463,0.12935658712953865,0.0008300636012749498,0.04429077663232539,0.00018473443821167618,global
ESP,2016,6.303270559389644e-05,0.002418402266962701,0.07623588784198504,0.031413239756081256,0.005388700527244029,0.011522061456272072,8.590345265898764e-05,global
ESP,2017,0.027628473177675104,0.040594833505947704,0.05356015535954466,0.027785650369200464,0.09732544262951842,0.05159242284227937,0.03591214953516441,global
ESP,2018,0.017357404026349336,0.04683888812175733,0.03294819874647327,0.012260432420373718,0.24245566092550236,0.043676987926603544,0.000385801737628194,global
ESP,2019,0.00013585032420060676,0.013866268638340458,0.031461333285378,0.00018163511602379702,0.010449044970380204,0.0497720612826762,0.00017188724912462847,global
ESP,2020,8.585980383294574e-05,0.0001522167659640349,0.013044838640749852,0.00011118583670087072,0.00031662228073822636,0.022947516204611,0.00014575679693915752,global
EST,2013,1.9720627065476893e-05,4.2293565693345665e-05,3.277076509559611e-05,0.03328255820895508,0.00012700992462975983,0.0015648704793987092,3.970754969989264e-05,global
EST,2018,5.548743364558267e-05,0.0001120491285460995,7.307864913913056e-05,0.046990511249989424,0.00017444198564606694,0.0008734648688446666,7.350257231910495e-05,global
ETH,2013,0.04342831477694597,5.983234146055405e-05,0.007734053016369899,3.247023081929869e-05,0.00017967981080928413,8.489470374480809e-05,5.617392223282156e-05,global
FIN,2001,0.0002027565986414518,0.0012483147110215274,0.03285439050217178,0.00020955856105095744,0.04582377013669541,0.03317411078114855,0.0002909179947045951,global
FIN,2003,0.00020197468678943576,0.0001622457622061954,0.0001608672245535033,0.04152691765863607,0.0001839020573047643,0.016889849107590463,0.00011890790449053633,global
FIN,2004,0.00010029340803748958,0.0011571609826783933,0.000547395179060721,0.06354921273926349,0.000250387740600004,0.01998602514166449,0.0009771869873250886,global
FIN,2006,0.0003124193926443812,0.000553838643753798,0.0002664102508786069,0.00026334293400914375,0.026592330637350156,0.038797665098987584,0.0002648785121405926,global
FIN,2007,0.0002014592518403814,0.00032293053797194566,0.0002466017010305161,0.3161157891106736,0.0008204459591330328,0.0030957308634178486,0.0002252671013112363,global
FIN,2008,6.252947594552125e-05,0.02617338971230772,8.103228034133721e-05,5.883522880154051e-05,0.00020140085765601545,0.0002382501962112095,7.182769555142879e-05,global
FIN,2009,0.0001823394920082792,0.019853327500884196,0.0003671091934123416,0.00033674084274524867,0.0012273080610724495,0.06314525082947048,0.0025626373379823613,global
FIN,2010,4.309402321979028e-05,6.643875272531839e-05,4.7038904709902005e-05,0.037088314726688505,0.00017429351142231707,0.012491210472066992,6.492560198773442e-05,global
FIN,2011,0.00016176491996665063,0.00021244671112794744,0.00022184424397759901,0.01997880371843023,0.000872271045062263,0.04059237809691795,0.2527658890821252,global
FIN,2012,5.204950934426331e-05,9.766683296083985e-05,5.0204245496528e-05,6.433587139056974e-05,0.00013645000318958364,0.02916549510215121,3.441082452758141e-05,global
FIN,2013,0.0013832126709013332,5.393890976370747e-05,0.023914502059706202,2.9271936595298488e-05,0.0001619815064687726,0.01154186943581992,5.064085523568905e-05,global
FIN,2014,2.5041671665546606e-05,4.436065385853422e-05,0.037830632060064776,0.004039208305218718,8.379170826036103e-05,0.0011576450935457303,4.617751639710218e-05,global
FIN,2015,6.625219653666611e-05,0.00018144258233333512,0.04354771872741328,0.0648779142547473,0.0005355023591746662,0.028851626238640557,0.012167521114415134,global
FIN,2016,1.858039283497823e-05,4.298832358867857e-05,3.885719696706742e-05,3.8187704202977315e-05,6.697647618520225e-05,0.011218460639705974,2.5322167127795055e-05,global
FIN,2017,7.909942495038625e-06,1.2969197872829503e-05,8.96829634632888e-06,0.034415176912463506,2.255441368525968e-05,2.018876347456588e-05,9.363407818691196e-06,global
FIN,2018,7.38876517540439e-05,0.008286392317268637,0.016322477297621103,0.013313367171240011,0.04011384975238835,0.00957929143508068,9.787676401208616e-05,global
FIN,2020,6.066325773895254e-05,0.00010754701817608701,7.511816903074273e-05,0.10849169492122833,0.014563116931288513,0.014233113939175741,0.0001029828190986152,global
FRA,2000,0.0004511993115159149,0.0012595360397428652,0.0007991043512327304,0.06821013133441904,0.0012361896565478846,0.014673914475708767,0.00027692825811579937,global
FRA,2001,0.011738074175962933,0.04999931092717215,0.00012893616655154882,5.025635840447488e-05,0.00014218783187719747,0.00027953940857186843,0.4191595732265625,global
