article,DH discipline,Data preservation and  digital curation,Digital heritage and multimedia,NLP,Other,Text analysis/mining,Textual scholarship
10.1093_llc_fqw049,0.992945432662964,0.0014109167386776,0.0009406109456904,0.0004703056183643,0.0009406110330017999,0.0028218329243823,0.0004703057056758
10.1093_llc_fqw050,0.024305650964379304,0.08577575435629113,0.011212313962460026,6.45932232146125e-05,0.000129186410049425,0.0034479109308448996,6.459321593865e-05
10.1093_llc_fqw051,0.1445732216040293,0.0004667403603282666,0.1867375891112412,0.0001555801136419,0.0003111601108684667,0.0009334805266309667,0.0001555801136419
10.1093_llc_fqw052,0.00058982538757845,0.0017694761045276,0.00117965048411855,0.00058982538757845,0.15822098409989846,0.33706041093682854,0.0005898251547478
10.1093_llc_fqw053,0.9753254055976868,0.0049349175533279,0.003289945074357,0.0016449723625555,0.003289944725111,0.0098698351066557,0.0016449725953862
10.1093_llc_fqw054,0.000125055681564825,0.22829457659099714,0.000250111363129675,0.00012505578342825,0.00025011133402582503,0.0007503340893889749,0.02020476199686525
10.1093_llc_fqw056,0.5608259439468384,0.0028442984330465998,0.0018961987225338001,0.0009480991284362,0.0018961980240418,0.005688594537786799,0.4259006083011627
10.1093_llc_fqw057,2.0371895516287507e-05,0.010536925539781803,0.0027426110173109867,2.037189794160833e-05,4.0743783756620814e-05,0.02394349134313718,0.00436215257893006
10.1093_llc_fqw059,0.0001844460881936,0.0005533382451782,0.00036889219578973333,0.0001844461269987,0.0003688922345948333,0.3314888706857648,0.0001844460881936
10.1093_llc_fqw060,0.0009196928585879,0.6442828039289452,0.3456005682819523,0.0009196927421726,0.0018393854843452,0.0055181565112431994,0.0009196926257573
10.1093_llc_fqw061,0.10367827862501144,0.09820589153969193,0.0002462166448822,0.03506457805633545,0.00024621661577837496,0.0007386498473351249,0.011820169165730475
10.1093_llc_fqw062,0.02043638750910755,0.0005042459524701,0.47737854406295804,0.0001680819696048,0.00033616391010575,0.0010084916866615,0.00016808201326055
10.1093_llc_fqw063,0.00031902993214315,0.045548114372650106,0.3591127355466596,0.0003190298739355,0.09246789265307595,0.0019141792436128996,0.00031902984483165
10.1093_llc_fqw064,8.613009898301667e-05,0.00025839032605288337,0.07675756653770806,0.03276920070250828,0.00017226015916093336,0.027597608161158787,0.02902550995349883
10.1093_llc_fqx001,0.0001085922194761,0.14485412832436848,0.00021718446805605,0.00010859224857995,0.00021718447533199998,0.10438573603460094,0.0001085922194761
10.1093_llc_fqx002,0.2464754730463028,0.33428338606609015,0.0015646563260815001,0.1561528146266937,0.0015646560932509,0.25917669670889126,0.0007823281921446
10.1093_llc_fqx003,0.000101505844213525,0.000304517685435675,0.000203011717530875,0.00010150587331735,0.000203011695703,0.23369751441350667,0.01538892835378645
10.1093_llc_fqx004,0.0007916406611911,0.8416700389934703,0.0015832811477593,0.0007916407776065,0.0015832813223822,0.15278843871783426,0.0007916406611911
10.1093_llc_fqx005,0.2455013394355774,0.0007357024781715667,0.0004904682476383667,0.0002452341141179,0.0004904682088332666,0.08562486808902268,0.000245234152923
10.1093_llc_fqx006,0.268914133310318,0.0013590272574218998,0.00090601819101715,0.00045300906640475,0.0009060181328095,0.22700875441660165,0.0004530091246124
10.1093_llc_fqx007,0.0005791910807602,0.0017375732422805,0.22566419630311418,0.0005791912553831,0.30624310456914833,0.464617525343783,0.0005791910807602
10.1093_llc_fqx008,0.19858970642089843,0.0002820581430569,0.00018803877173922,9.40193538554e-05,0.00018803873099384002,0.00056411608820778,9.401936549692001e-05
10.1093_llc_fqx009,0.0008016335195861,0.0024049002095124,0.687383483571466,0.0008016338106244,0.30299694411223743,0.004809801932424,0.0008016334031708
10.1093_llc_fqx010,0.00831899419426915,0.21695265249582,0.0312314521579537,0.00031900443718765,0.0006380088452715,0.2422208806092384,0.00031900452449915
10.1093_llc_fqx011,0.00053899106569585,0.0016169732552952,0.00107798236422235,0.0005389912985265,0.00107798236422235,0.49461009161313985,0.00053899106569585
10.1093_llc_fqx012,0.000127077102661125,0.00038123139529484996,0.11639588327670931,0.012211346067488174,0.06434416770935057,0.056413218408124424,0.000127077117213025
10.1093_llc_fqx013,0.0006386860623024,0.0019160583033225,0.31928395491559064,0.0180799327790737,0.0012773722992278,0.6581653660978188,0.000638686295133
10.1093_llc_fqx014,0.20469368994235995,0.06105613696854555,0.12356508709490295,0.00021019576524845,0.00042039144318545003,0.1098443042283178,0.00021019566338505
10.1093_llc_fqx015,0.1002222696940104,0.0005533206664646333,0.00036888043784223337,0.00018444020921983334,0.00036888039903710005,0.23145111188447712,0.0001844402286224
10.1093_llc_fqx017,0.000329330767272,0.0009879921854007,0.000658661534544,0.16304150223731995,0.00065866147633635,0.27935256151249616,0.0549712851643562
10.1093_llc_fqx020,4.1181163396681816e-05,0.08404505252838135,0.006411049615549428,4.118115810507271e-05,8.236230562693639e-05,0.0002470869089434091,4.118115810507271e-05
10.1093_llc_fqx021,0.00024244481755885,0.0007273342780535501,0.0004848896351177,0.00024244484666265,0.4191954760899534,0.0788649468013317,0.00024244481755885
10.1093_llc_fqx022,0.0006317066145129,0.0018951194360851,0.0012634131708182,0.0006317067309282,0.0012634130544028,0.9936829459038561,0.0006317066145129
10.1093_llc_fqx023,8.930826360092858e-05,0.0002679248074335429,0.00017861656877875712,8.930829686245712e-05,0.00017861653551722858,0.14196405789282698,8.930826360092858e-05
10.1093_llc_fqx024,0.0006650877767242,0.2474532063934019,0.0013301756698637,0.0006650880677625,0.0013301756698637,0.553294854937121,0.1952614188194275
10.1093_llc_fqx026,0.36144873499870295,0.0007820382306817,0.0005213588010519,0.0002606794296298,0.0005213587428442501,0.13620515904040065,0.00026067937142215
10.1093_llc_fqx027,0.00028970060520805,0.0008691015536896,0.0005794012686237,0.00028970054700035,0.0005794010648968999,0.49710299610160286,0.00028970054700035
10.1093_llc_fqx028,9.830253839025e-05,0.00029490758606695,0.0001966050476767,0.248525470495224,0.00019660498946905,0.0005898149975109251,9.8302502010475e-05
10.1093_llc_fqx029,9.6176401712e-05,0.00028852917021138,0.00019235279178246,9.617641335352e-05,0.00019235278014092,0.1990382350631989,9.6176401712e-05
10.1093_llc_fqx030,0.0002316603786312,0.406753047282109,0.0004633206845028,0.09046706557273865,0.0004633206845028,0.0013899619807487501,0.000231660407735
10.1093_llc_fqx033,0.00027197547024115,0.0008159261196851,0.08766035680309865,0.00027197541203345,0.13872756005730474,0.05685887427534886,0.21539334952831266
10.1093_llc_fqx034,0.3761485815048218,0.0013791960373054,0.6178748622478452,0.0004597321676556,0.0009194640442728,0.0027583920746108,0.0004597321094479
10.1093_llc_fqx036,0.0005169348441995,0.001550804474391,0.41580603882903233,0.0005169347859919,0.0010338694555684,0.0031016086577435003,0.5774738192558289
10.1093_llc_fqx037,0.0010780154261738,0.0032340455800293003,0.0021560308523475,0.0010780157754197,0.9849078115075827,0.0064680925570426,0.0010780160082504
10.1093_llc_fqx039,0.0345133431255817,0.00079496690887015,0.0005299779586493501,0.00026498897932465,0.0005299779877531499,0.0015899338468442002,0.4617768228054046
10.1093_llc_fqx041,0.00027665717061605,0.00082997148274435,0.0005533143412321,0.0002766572870314,0.00055331437033595,0.4972334407502786,0.00027665717061605
10.1093_llc_fqx042,0.0007814564742147,0.0023443683749064,0.989059606741648,0.0007814561831764,0.0015629124245605999,0.0046887371572664,0.0007814562995918
10.1093_llc_fqx043,0.0005687726661562,0.6259946135105564,0.0011375453905201,0.0005687729571945,0.0011375454487278,0.3700239435420368,0.0005687727243639
10.1093_llc_fqx045,0.0005256196018308,0.0015768585144541,0.0010512390872462,0.0708310082554817,0.0010512391454539,0.9244384160265325,0.0005256195436231
10.1093_llc_fqx046,0.00033263664226975,0.0009979099850169501,0.0006652734591625,0.00033263672958125,0.0006652733136434,0.49667364888591675,0.00033263661316595
10.1093_llc_fqx047,0.00033274633460675,0.16326098673744127,0.00066549261100585,0.0003327462763991,0.0006654925819020001,0.3344097898807375,0.0003327463637106
10.1093_llc_fqx049,0.0002936120145022,0.0008808358979876,0.8349507446109782,0.0002936119562946,0.0005872239125892,0.0017616714467292,0.1612322926521301
10.1093_llc_fqx050,0.0007721119909547,0.3467152283992618,0.0015442238654941,0.5033146739006042,0.1422489965334533,0.004632672003935701,0.0007721118745394
10.1093_llc_fqx051,0.2950935959815979,0.0039084755117073,0.4751275946618989,0.0013028254033997,0.0026056502247228,0.0078169521875677,0.2141449302434921
10.1093_llc_fqx052,0.000107810992631125,0.000323433036101025,0.05331581567588727,0.07747668027877808,0.00021562203619395,0.11845283005095547,0.000107811007183025
10.1093_llc_fqx053,0.0007271937211044,0.990546467131935,0.0014543869765475,0.0007271935464814,0.0014543876750394,0.0043631618609648,0.0007271934300661
10.1093_llc_fqx054,0.00022171936385953332,0.0006651581497862333,0.33022927250325057,0.0002217194996774,0.00044343882473183333,0.0013303174055180665,0.00022171936385953332
10.1093_llc_fqx055,0.0004962375969626,0.0014887125580570998,0.32221698667854065,0.0004962375969626,0.00099247490288685,0.1738131144084035,0.00049623748054725
10.1093_llc_fqx056,0.0005041966796852,0.0015125899226404002,0.0010083933593705002,0.1393972486257553,0.0010083931847475,0.8560649943538008,0.0005041965632699
10.1093_llc_fqx057,0.000172287671982,0.05877617092725507,0.000344575343964,0.25310973326365155,0.00034457528575630004,0.0204137088924956,0.0001722877107871
10.1093_llc_fqx058,0.0009487967472523,0.0028463901253416,0.5984721878776327,0.0009487972129136,0.0018975933780892998,0.3939373997272923,0.0009487968636676
10.1093_llc_fqx059,0.0001645168813411,0.0004935507167828751,0.00032903386454562504,0.00016451701230835,0.18813378424965774,0.060550067239091704,0.000164516910444925
10.1093_llc_fqx062,0.000168066544574675,0.08903720247326417,0.11422057084564585,0.0001680665591266,0.00033613300183785004,0.04590189478767565,0.00016806651547085
10.1093_llc_fqx064,0.0001211830167449,0.24360580605571158,0.00506118710472945,0.0001211830167449,0.0002423659461783,0.000727097940398325,0.0001211830167449
10.1093_llc_fqx065,0.0005792748415842,0.6597760461154393,0.0011585498577914,0.0005792751326225,0.0011585497995837,0.33616898133186596,0.0005792749579995
10.1093_llc_fqx066,0.00031582158408125,0.00094746475224375,0.0006316431681625,0.00031582167139275,0.00063164319726635,0.49684180095209735,0.00031582158408125
10.1093_llc_fqy001,0.0006947803194634,0.0020843407837673,0.0013895605225115,0.9895783066749572,0.0013895608717575001,0.00416868441971,0.0006947803194634
10.1093_llc_fqy002,0.00010968002025037999,0.05194439594633878,0.00021936001721768001,0.0999927818775177,0.00021935997065154002,0.028777809417806482,0.0187366172671318
10.1093_llc_fqy003,0.00029496720526365,0.0008849017322062501,0.0005899345851502499,0.3057909905910492,0.00058993446873495,0.1915543028153478,0.00029496720526365
10.1093_llc_fqy004,0.0004532835446298,0.001359850692097,0.0009065670310519,0.4598932266235352,0.16522522788727648,0.3717084933305157,0.0004532835446298
10.1093_llc_fqy005,0.000735493726097,0.002206481527537,0.38149184227222566,0.000735494075343,0.6096822342951781,0.0044129635789429,0.0007354940171353
10.1093_llc_fqy006,0.00036351464223115,0.2908773139934055,0.20512400654843074,0.00036351464223115,0.0007270290225278001,0.0021810875041408497,0.00036351455491965
10.1093_llc_fqy007,0.00016285719175355,0.006716734817018675,0.0003257143544033,0.00016285719175355,0.0003257143544033,0.24214327530353325,0.00016285719175355
10.1093_llc_fqy008,0.00013192912835316667,0.024472664673036548,0.0002638582276025,0.0871653954188029,0.053709322373227515,0.0007915745275870667,0.00013192912835316667
10.1093_llc_fqy010,0.00021269248099996667,0.3134343489267242,0.017559358985939334,0.0002126925004025,0.0004253848261820334,0.0012761548859998,0.0002126924227923
10.1093_llc_fqy011,0.0001579191739438,0.000473757332656475,0.00031583821692035,0.000157919159391875,0.00031583820236845,0.24842081760289136,0.000157919115736125
10.1093_llc_fqy012,0.0003768093883991,0.00113042813609345,0.0007536187767982,0.08977962285280225,0.0007536189514212,0.40682910309988063,0.0003768094757106
10.1093_llc_fqy013,0.0001796795258997,0.000539038592251,0.0003593590663513,0.00017967961321115,0.00035935902269555004,0.4982031949475639,0.0001796795258997
10.1093_llc_fqy015,0.08776674667994179,0.07230228992799913,0.0004047483477430666,0.00020237424178046667,0.00040474846415836666,0.17205004176745808,0.00020237422237793333
10.1093_llc_fqy016,0.000530180928763,0.0015905429027042,0.0010603619739413001,0.1444658488035202,0.0010603619739413001,0.8507624754565766,0.0005301809869706
10.1093_llc_fqy018,0.0002462762931827,0.42171109566697845,0.0004925524117424501,0.0753335729241371,0.00049255232443095,0.0014776570023966999,0.00024627620587125
10.1093_llc_fqy019,0.000148865758092125,0.00044659723062065004,0.21225850596965756,0.000148865758092125,0.0002977314579766,0.03655058224103407,0.000148865699884475
10.1093_llc_fqy020,0.00011913810158148,0.00035741426981982,0.00023827617987988003,0.00011913810158148,0.0002382761565968,0.19880862393183624,0.0001191380782984
10.1093_llc_fqy021,0.2048717141151428,0.15822286764159793,0.13457249032217075,0.00023329191026275,0.0004665837623178,0.00139975144702455,0.0002332918520551
10.1093_llc_fqy023,0.0007275154348462,0.002182546420954,0.0014550307532771,0.9890872836112976,0.0014550313935614,0.0043650943553072,0.0007275154348462
10.1093_llc_fqy024,0.000504232943058,0.00151269877096635,0.0010084659443236501,0.00050423311768095,0.00100846582790835,0.4949576485087163,0.00050423288485035
10.1093_llc_fqy025,0.00049614533782005,0.0014884358970448002,0.00099229073384775,0.10701525956392285,0.0009922907920554,0.38851941819302727,0.0004961452214047
10.1093_llc_fqy026,0.0003859973803628,0.2745338929235003,0.0007719947607255999,0.00038599735125895,0.0007719944987911,0.22276412261999196,0.00038599723484365
10.1093_llc_fqy028,0.0001894792221719,0.00056843765196385,0.00037895848799955004,0.00018947926582765,0.4973472913115983,0.00113687537668725,0.0001894792221719
10.1093_llc_fqy029,0.00014676682379406668,0.0004403004519796334,0.00029353369609450003,0.00014676682379406668,0.00029353362818556667,0.331865669878122,0.0001467668431966
10.1093_llc_fqy030,0.00039084698073565,0.0011725411459337,0.0007816939905751,0.4941372871398926,0.0007816939905751,0.0023450822918675003,0.00039084692252795
10.1093_llc_fqy031,0.0002583714085631,0.20008626618073322,0.0005167427589185,0.09097782522439955,0.14050461357692257,0.06739778906921842,0.0002583714376669
10.1093_llc_fqy032,0.0009618898038752,0.6623503961600363,0.0019237794913351,0.0009618895710445,0.32706879562465474,0.0057713375426826,0.0009618898038752
10.1093_llc_fqy033,0.0011582501465454,0.0034747509052974997,0.983784509357065,0.0011582502629607,0.0023165001766756,0.0069495014613492,0.0011582501465454
10.1093_llc_fqy034,0.00026271943352185,0.34254881148808636,0.0005254390125628,0.00026271954993715,0.000525438808836,0.1556121553003322,0.000262719404418
10.1093_llc_fqy035,0.00011578610865397998,0.022948548570275278,0.17396279391832647,0.00011578612029552,0.00023157220566643997,0.00250973359215998,0.00011578614357858001
10.1093_llc_fqy037,0.0003192393342033,0.00095771800260985,0.2589183673262596,0.159457191824913,0.00063847878482185,0.07938978041056526,0.0003192392759956
10.1093_llc_fqy038,0.000694747082889,0.002084241248667,0.0013894942239857,0.0006947473739273,0.0013894942239857,0.9930525204981675,0.000694747082889
10.1093_llc_fqy039,0.0010251032654196,0.0030753093305974,0.0020502060651778,0.1254313737154007,0.0020502055995165,0.8653426917735486,0.0010251030325889
