doc,1,2,3,4,5,6,7,8,9,10,11,12
one_folder_abstracts/10.16995_dscn.1.txt,0.0012267149286344647,0.0012267285492271185,0.0012267079437151553,0.001226716674864292,0.0012267030542716384,0.0012267188867554069,0.0012267162092030046,0.0012267099227756262,0.4572443664073944,0.001226710737682879,0.5304884910583496,0.0012267112033441665
one_folder_abstracts/10.16995_dscn.2.txt,0.0007321805460378528,0.0007321839802898468,0.0007321794982999562,0.019772004336118698,0.0007321797311306,0.0007321836310438813,0.000732181069906801,0.0007321771699935197,0.19153372943401334,0.0007321808370761572,0.7821046113967896,0.00073218037141487
one_folder_abstracts/10.16995_dscn.24.txt,0.0006782110431231557,0.5761110186576843,0.0006782076670788229,0.0006782106356695294,0.0006782072014175355,0.0006782152922824025,0.0006782114505767822,0.000678209587931633,0.0006782088894397019,0.41710689663887024,0.0006782132550142705,0.0006782070267945527
one_folder_abstracts/10.16995_dscn.25.txt,0.000745696306694299,0.0007457091705873609,0.0007456985767930746,0.0007457091123796999,0.8695424795150757,0.12300048023462296,0.0007457088213413954,0.0007457106839865446,0.0007457057945430279,0.0007457142928615212,0.0007457060855813324,0.0007456991588696837
one_folder_abstracts/10.16995_dscn.26.txt,0.0037983150687068705,0.9582180976867676,0.003798308083787561,0.0037983746733516455,0.0037983821239322415,0.003798345103859901,0.0037983483634889134,0.0037983376532793045,0.0037984293885529037,0.0037983539514243603,0.0037984224036335945,0.0037982987705618147
one_folder_abstracts/10.16995_dscn.265.txt,0.0008337174076586963,0.000833724217955023,0.0008337176986970007,0.0008337284089066088,0.0008337143226526678,0.0008337146136909722,0.0008337183389812707,0.0008337175822816789,0.0008337158360518515,0.0008337266044691205,0.990829050540924,0.0008337194449268281
one_folder_abstracts/10.16995_dscn.266.txt,0.0007664283621124923,0.2992474436759949,0.0007664219592697918,0.0007664298755116762,0.0007664248696528375,0.0007664314471185207,0.0007664307486265898,0.0007664274307899178,0.300479918718338,0.0007664303993806242,0.3933748006820679,0.0007664229488000274
one_folder_abstracts/10.16995_dscn.27.txt,0.0008350705611519517,0.0008350704447366298,0.0008350659045390785,0.0008350624702870847,0.0008350679418072103,0.0008350700372830032,0.0008350759744644165,0.0008350759162567557,0.0008350754505954683,0.0008350688149221241,0.7515056133270264,0.24014368653297424
one_folder_abstracts/10.16995_dscn.272.txt,0.0013717007823288439,0.0013717184774577618,0.0013717031106352804,0.0013717287220060823,0.0013716992689296605,0.0013717012479901314,0.0013717213878408074,0.0013717020628973842,0.0013717070687562227,0.0013717174297198653,0.9240201115608216,0.062262780964374535
one_folder_abstracts/10.16995_dscn.28.txt,0.12498214840888976,0.0006978819146752357,0.0006978724268265069,0.4556272923946381,0.0006978714372962713,0.0006978875026106834,0.0006978780729696156,0.0006978753372095525,0.0006978729506954551,0.0006978791789151727,0.413109689950943,0.0006978714955039322
